state,county,2023_violent_crime,2023_property_crime,2024_violent_crime,2024_property_crime,metro_status
North Carolina,Clay,9.0,205.0,14.0,149.0,Non-Metro
North Carolina,Cleveland,180.0,587.0,146.0,488.0,Non-Metro
North Carolina,Craven,118.0,492.0,90.0,378.0,Non-Metro
North Carolina,Dare,40.0,149.0,41.0,166.0,Non-Metro
North Carolina,Granville,70.0,257.0,68.0,273.0,Non-Metro
North Carolina,Halifax,110.0,353.0,136.0,379.0,Non-Metro
North Carolina,Harnett,277.0,1325.0,288.0,1383.0,Non-Metro
North Carolina,Haywood,87.0,537.0,70.0,390.0,Non-Metro
North Carolina,Hertford,24.0,92.0,13.0,67.0,Non-Metro
North Carolina,Lee,32.0,182.0,29.0,200.0,Non-Metro
North Carolina,Martin,60.0,163.0,31.0,161.0,Non-Metro
North Carolina,McDowell,57.0,520.0,53.0,587.0,Non-Metro
North Carolina,Montgomery,105.0,194.0,55.0,153.0,Non-Metro
North Carolina,Pamlico,23.0,152.0,22.0,124.0,Non-Metro
North Carolina,Pasquotank,71.0,206.0,77.0,151.0,Non-Metro
North Carolina,Perquimans,35.0,132.0,27.0,109.0,Non-Metro
North Carolina,Polk,27.0,151.0,39.0,121.0,Non-Metro
North Carolina,Richmond,179.0,835.0,136.0,860.0,Non-Metro
North Carolina,Robeson,1159.0,2180.0,900.0,1885.0,Non-Metro
North Carolina,Rutherford,71.0,291.0,80.0,428.0,Non-Metro
North Carolina,Sampson,108.0,734.0,105.0,690.0,Non-Metro
North Carolina,Scotland,110.0,238.0,84.0,263.0,Non-Metro
North Carolina,Swain,23.0,74.0,24.0,103.0,Non-Metro
North Carolina,Transylvania,35.0,190.0,26.0,140.0,Non-Metro
North Carolina,Tyrrell,6.0,46.0,9.0,34.0,Non-Metro
North Carolina,Warren,92.0,289.0,61.0,199.0,Non-Metro
North Carolina,Watauga,26.0,191.0,19.0,134.0,Non-Metro
North Carolina,Wilkes,116.0,484.0,121.0,429.0,Non-Metro
North Carolina,Wilson,43.0,228.0,49.0,274.0,Non-Metro
North Carolina,Yancey,10.0,85.0,6.0,55.0,Non-Metro
North Dakota,Burleigh,14.0,109.0,14.0,70.0,Metro
North Dakota,Cass,23.0,146.0,12.0,153.0,Metro
North Dakota,Grand Forks,20.0,74.0,12.0,56.0,Metro
North Dakota,McHenry,0.0,21.0,3.0,27.0,Metro
North Dakota,Morton,10.0,65.0,5.0,74.0,Metro
North Dakota,Ward,40.0,72.0,34.0,49.0,Metro
North Dakota,Barnes,0.0,3.0,0.0,5.0,Non-Metro
North Dakota,Billings,0.0,4.0,0.0,2.0,Non-Metro
North Dakota,Cavalier,2.0,14.0,2.0,15.0,Non-Metro
North Dakota,Dunn,2.0,22.0,1.0,16.0,Non-Metro
North Dakota,Emmons,1.0,47.0,0.0,20.0,Non-Metro
North Dakota,McIntosh,1.0,10.0,0.0,5.0,Non-Metro
North Dakota,McKenzie,23.0,81.0,12.0,80.0,Non-Metro
North Dakota,McLean,12.0,51.0,9.0,49.0,Non-Metro
North Dakota,Mercer,1.0,19.0,2.0,14.0,Non-Metro
North Dakota,Mountrail,5.0,48.0,2.0,54.0,Non-Metro
North Dakota,Pembina,4.0,19.0,5.0,20.0,Non-Metro
North Dakota,Ransom,1.0,33.0,2.0,19.0,Non-Metro
North Dakota,Richland,2.0,53.0,2.0,28.0,Non-Metro
North Dakota,Rolette,4.0,13.0,7.0,12.0,Non-Metro
North Dakota,Sargent,3.0,12.0,5.0,9.0,Non-Metro
North Dakota,Sheridan,0.0,7.0,0.0,9.0,Non-Metro
North Dakota,Stark,4.0,62.0,13.0,67.0,Non-Metro
North Dakota,Stutsman,4.0,30.0,5.0,30.0,Non-Metro
North Dakota,Towner,0.0,5.0,0.0,5.0,Non-Metro
North Dakota,Traill,4.0,24.0,3.0,45.0,Non-Metro
North Dakota,Walsh,7.0,30.0,10.0,37.0,Non-Metro
North Dakota,Williams,15.0,113.0,16.0,122.0,Non-Metro
Ohio,Allen,79.0,677.0,79.0,439.0,Metro
Ohio,Ashtabula,57.0,457.0,79.0,238.0,Metro
Ohio,Belmont,73.0,111.0,99.0,90.0,Metro
Ohio,Butler,57.0,693.0,54.0,684.0,Metro
Ohio,Clermont,64.0,514.0,35.0,318.0,Metro
Ohio,Delaware,66.0,958.0,85.0,839.0,Metro
Ohio,Erie,9.0,78.0,8.0,67.0,Metro
Ohio,Fairfield,95.0,870.0,59.0,605.0,Metro
Ohio,Franklin,148.0,908.0,101.0,708.0,Metro
Ohio,Greene,32.0,258.0,24.0,282.0,Metro
Ohio,Hamilton,184.0,1750.0,197.0,1687.0,Metro
Ohio,Lucas,47.0,739.0,40.0,501.0,Metro
Ohio,Madison,34.0,230.0,29.0,162.0,Metro
Ohio,Mahoning,12.0,70.0,12.0,70.0,Metro
Ohio,Medina,23.0,236.0,22.0,185.0,Metro
Ohio,Miami,31.0,280.0,51.0,212.0,Metro
Ohio,Montgomery,228.0,1191.0,260.0,1087.0,Metro
Ohio,Morrow,43.0,79.0,49.0,57.0,Metro
Ohio,Perry,11.0,73.0,15.0,72.0,Metro
Ohio,Pickaway,32.0,388.0,30.0,367.0,Metro
Ohio,Portage,79.0,549.0,49.0,526.0,Metro
Ohio,Richland,57.0,456.0,209.0,371.0,Metro
Ohio,Stark,141.0,1217.0,214.0,1216.0,Metro
Ohio,Summit,137.0,824.0,112.0,697.0,Metro
Ohio,Trumbull,26.0,250.0,30.0,204.0,Metro
Ohio,Union,38.0,173.0,56.0,152.0,Metro
Ohio,Warren,47.0,984.0,62.0,840.0,Metro
Ohio,Wood,31.0,218.0,23.0,197.0,Metro
Ohio,Adams,8.0,73.0,12.0,33.0,Non-Metro
Ohio,Ashland,62.0,54.0,32.0,42.0,Non-Metro
Ohio,Athens,22.0,321.0,26.0,161.0,Non-Metro
Ohio,Champaign,30.0,134.0,21.0,129.0,Non-Metro
Ohio,Clinton,12.0,49.0,5.0,35.0,Non-Metro
Ohio,Columbiana,34.0,122.0,39.0,91.0,Non-Metro
Ohio,Coshocton,34.0,355.0,33.0,312.0,Non-Metro
Ohio,Crawford,13.0,38.0,12.0,34.0,Non-Metro
Ohio,Darke,0.0,167.0,8.0,126.0,Non-Metro
Ohio,Defiance,9.0,86.0,9.0,93.0,Non-Metro
Ohio,Fayette,25.0,188.0,25.0,148.0,Non-Metro
Ohio,Gallia,29.0,97.0,37.0,72.0,Non-Metro
Ohio,Hancock,39.0,146.0,32.0,156.0,Non-Metro
Ohio,Harrison,9.0,64.0,6.0,52.0,Non-Metro
Ohio,Henry,6.0,102.0,17.0,78.0,Non-Metro
Ohio,Highland,32.0,173.0,26.0,155.0,Non-Metro
Ohio,Holmes,2.0,188.0,0.0,118.0,Non-Metro
Ohio,Jackson,24.0,147.0,21.0,106.0,Non-Metro
Ohio,Meigs,28.0,159.0,18.0,89.0,Non-Metro
Ohio,Mercer,7.0,16.0,8.0,18.0,Non-Metro
Ohio,Monroe,10.0,15.0,6.0,9.0,Non-Metro
Ohio,Morgan,29.0,70.0,14.0,61.0,Non-Metro
Ohio,Paulding,18.0,102.0,18.0,54.0,Non-Metro
Ohio,Pike,40.0,237.0,30.0,257.0,Non-Metro
Ohio,Preble,13.0,117.0,14.0,92.0,Non-Metro
Ohio,Ross,65.0,640.0,62.0,656.0,Non-Metro
Ohio,Scioto,84.0,509.0,89.0,394.0,Non-Metro
Ohio,Seneca,14.0,150.0,14.0,124.0,Non-Metro
Ohio,Shelby,10.0,86.0,12.0,84.0,Non-Metro
Ohio,Tuscarawas,43.0,291.0,33.0,250.0,Non-Metro
Ohio,Van Wert,15.0,102.0,21.0,95.0,Non-Metro
Ohio,Vinton,27.0,72.0,7.0,44.0,Non-Metro
Ohio,Washington,34.0,142.0,28.0,124.0,Non-Metro
Oklahoma,Canadian,16.0,134.0,14.0,128.0,Metro
Oklahoma,Cleveland,41.0,214.0,46.0,174.0,Metro
Oklahoma,Comanche,4.0,78.0,1.0,35.0,Metro
Oklahoma,Cotton,13.0,42.0,9.0,33.0,Metro
Oklahoma,Creek,33.0,281.0,19.0,246.0,Metro
Oklahoma,Garfield,5.0,84.0,11.0,94.0,Metro
Oklahoma,Grady,26.0,165.0,40.0,170.0,Metro
Oklahoma,Lincoln,67.0,271.0,69.0,198.0,Metro
Oklahoma,Logan,32.0,278.0,37.0,217.0,Metro
Oklahoma,McClain,15.0,176.0,29.0,161.0,Metro
Oklahoma,Oklahoma,25.0,113.0,30.0,114.0,Metro
Oklahoma,Okmulgee,44.0,181.0,26.0,179.0,Metro
Oklahoma,Osage,52.0,273.0,30.0,244.0,Metro
Oklahoma,Pawnee,21.0,75.0,7.0,82.0,Metro
Oklahoma,Rogers,62.0,298.0,39.0,249.0,Metro
Oklahoma,Sequoyah,71.0,194.0,56.0,161.0,Metro
Oklahoma,Tulsa,192.0,621.0,185.0,545.0,Metro
Oklahoma,Wagoner,87.0,263.0,80.0,238.0,Metro
Oklahoma,Adair,22.0,99.0,24.0,102.0,Non-Metro
Oklahoma,Alfalfa,10.0,21.0,2.0,52.0,Non-Metro
Oklahoma,Atoka,18.0,75.0,14.0,59.0,Non-Metro
Oklahoma,Beaver,2.0,13.0,6.0,15.0,Non-Metro
Oklahoma,Beckham,5.0,59.0,8.0,38.0,Non-Metro
Oklahoma,Blaine,24.0,87.0,11.0,46.0,Non-Metro
Oklahoma,Bryan,46.0,277.0,45.0,214.0,Non-Metro
Oklahoma,Caddo,15.0,165.0,28.0,155.0,Non-Metro
Oklahoma,Carter,23.0,150.0,13.0,173.0,Non-Metro
Oklahoma,Cherokee,46.0,296.0,57.0,264.0,Non-Metro
Oklahoma,Choctaw,19.0,89.0,18.0,59.0,Non-Metro
Oklahoma,Cimarron,0.0,3.0,0.0,3.0,Non-Metro
Oklahoma,Coal,4.0,38.0,8.0,44.0,Non-Metro
Oklahoma,Craig,19.0,130.0,22.0,115.0,Non-Metro
Oklahoma,Custer,16.0,34.0,6.0,59.0,Non-Metro
Oklahoma,Delaware,74.0,284.0,99.0,312.0,Non-Metro
Oklahoma,Dewey,2.0,49.0,1.0,30.0,Non-Metro
Oklahoma,Ellis,6.0,30.0,10.0,34.0,Non-Metro
Oklahoma,Garvin,36.0,191.0,39.0,165.0,Non-Metro
Oklahoma,Grant,1.0,16.0,2.0,38.0,Non-Metro
Oklahoma,Greer,4.0,10.0,8.0,13.0,Non-Metro
Oklahoma,Harmon,4.0,7.0,2.0,2.0,Non-Metro
Oklahoma,Harper,3.0,10.0,2.0,7.0,Non-Metro
Oklahoma,Haskell,27.0,63.0,9.0,43.0,Non-Metro
Oklahoma,Hughes,9.0,102.0,12.0,96.0,Non-Metro
Oklahoma,Jackson,10.0,18.0,6.0,16.0,Non-Metro
Oklahoma,Jefferson,7.0,29.0,3.0,13.0,Non-Metro
Oklahoma,Johnston,12.0,40.0,23.0,30.0,Non-Metro
Oklahoma,Kay,23.0,102.0,24.0,70.0,Non-Metro
Oklahoma,Kingfisher,19.0,70.0,6.0,49.0,Non-Metro
Oklahoma,Kiowa,5.0,18.0,2.0,12.0,Non-Metro
Oklahoma,Latimer,4.0,49.0,7.0,41.0,Non-Metro
Oklahoma,Le Flore,43.0,166.0,44.0,128.0,Non-Metro
Oklahoma,Love,4.0,76.0,9.0,90.0,Non-Metro
Oklahoma,Major,7.0,43.0,15.0,41.0,Non-Metro
Oklahoma,Marshall,28.0,124.0,11.0,159.0,Non-Metro
Oklahoma,Mayes,63.0,292.0,51.0,198.0,Non-Metro
Oklahoma,McCurtain,56.0,344.0,46.0,298.0,Non-Metro
Oklahoma,McIntosh,27.0,169.0,38.0,197.0,Non-Metro
Oklahoma,Murray,6.0,45.0,9.0,35.0,Non-Metro
Oklahoma,Muskogee,81.0,186.0,81.0,180.0,Non-Metro
Oklahoma,Noble,9.0,47.0,13.0,41.0,Non-Metro
Oklahoma,Nowata,17.0,58.0,10.0,70.0,Non-Metro
Oklahoma,Okfuskee,14.0,121.0,11.0,62.0,Non-Metro
Oklahoma,Ottawa,35.0,227.0,29.0,203.0,Non-Metro
Oklahoma,Payne,31.0,202.0,27.0,165.0,Non-Metro
Oklahoma,Pittsburg,40.0,307.0,49.0,261.0,Non-Metro
Oklahoma,Pontotoc,0.0,64.0,0.0,51.0,Non-Metro
Oklahoma,Pottawatomie,64.0,323.0,95.0,354.0,Non-Metro
Oklahoma,Pushmataha,11.0,97.0,10.0,50.0,Non-Metro
Oklahoma,Roger Mills,3.0,21.0,3.0,17.0,Non-Metro
Oklahoma,Seminole,22.0,184.0,23.0,198.0,Non-Metro
Oklahoma,Stephens,31.0,115.0,20.0,118.0,Non-Metro
Oklahoma,Texas,5.0,44.0,4.0,45.0,Non-Metro
Oklahoma,Tillman,3.0,20.0,5.0,17.0,Non-Metro
Oklahoma,Washington,22.0,91.0,15.0,88.0,Non-Metro
Oklahoma,Washita,2.0,33.0,3.0,44.0,Non-Metro
Oklahoma,Woods,2.0,40.0,8.0,40.0,Non-Metro
Oklahoma,Woodward,13.0,41.0,5.0,21.0,Non-Metro
Oregon,Benton,22.0,182.0,25.0,137.0,Metro
Oregon,Clackamas,541.0,4555.0,536.0,4127.0,Metro
Oregon,Columbia,40.0,97.0,50.0,78.0,Metro
Oregon,Crook,9.0,4.0,18.0,3.0,Metro
Oregon,Deschutes,64.0,489.0,61.0,468.0,Metro
Oregon,Jackson,182.0,841.0,215.0,835.0,Metro
Oregon,Jefferson,7.0,89.0,7.0,66.0,Metro
Oregon,Josephine,94.0,178.0,94.0,205.0,Metro
Oregon,Lane,271.0,1236.0,247.0,1032.0,Metro
Oregon,Linn,79.0,760.0,99.0,652.0,Metro
Oregon,Marion,151.0,1780.0,140.0,1654.0,Metro
Oregon,Multnomah,273.0,1471.0,285.0,1338.0,Metro
Oregon,Polk,59.0,241.0,43.0,204.0,Metro
Oregon,Washington,490.0,2416.0,465.0,2404.0,Metro
Oregon,Yamhill,59.0,307.0,62.0,295.0,Metro
Oregon,Baker,4.0,79.0,20.0,144.0,Non-Metro
Oregon,Clatsop,26.0,150.0,36.0,166.0,Non-Metro
Oregon,Douglas,118.0,610.0,100.0,557.0,Non-Metro
Oregon,Gilliam,1.0,35.0,4.0,41.0,Non-Metro
Oregon,Hood River,15.0,138.0,14.0,144.0,Non-Metro
Oregon,Klamath,156.0,459.0,195.0,471.0,Non-Metro
Oregon,Lincoln,42.0,162.0,31.0,169.0,Non-Metro
Oregon,Morrow,27.0,139.0,12.0,104.0,Non-Metro
Oregon,Sherman,1.0,23.0,3.0,31.0,Non-Metro
Oregon,Tillamook,20.0,145.0,24.0,169.0,Non-Metro
Oregon,Umatilla,33.0,460.0,41.0,307.0,Non-Metro
Oregon,Union,16.0,147.0,12.0,181.0,Non-Metro
Oregon,Wasco,32.0,83.0,17.0,93.0,Non-Metro
Pennsylvania,Allegheny,9.0,5.0,5.0,1.0,Metro
Pennsylvania,Franklin,0.0,0.0,0.0,0.0,Metro
Pennsylvania,Lehigh,0.0,0.0,0.0,0.0,Metro
Pennsylvania,Lycoming,0.0,0.0,0.0,0.0,Metro
Pennsylvania,Montgomery,0.0,0.0,0.0,0.0,Metro
Pennsylvania,Northampton,0.0,0.0,1.0,0.0,Metro
Pennsylvania,Washington,2.0,1.0,0.0,1.0,Metro
Pennsylvania,Westmoreland,0.0,0.0,0.0,0.0,Metro
Pennsylvania,Wyoming,0.0,0.0,0.0,0.0,Metro
Pennsylvania,York,2.0,0.0,3.0,0.0,Metro
Pennsylvania,Bradford,0.0,0.0,0.0,0.0,Non-Metro
Pennsylvania,Greene,0.0,0.0,0.0,0.0,Non-Metro
Pennsylvania,Mercer,0.0,0.0,0.0,0.0,Non-Metro
Pennsylvania,Northumberland,0.0,0.0,0.0,0.0,Non-Metro
Pennsylvania,Pike,0.0,1.0,0.0,0.0,Non-Metro
Pennsylvania,Schuylkill,0.0,0.0,1.0,0.0,Non-Metro
Pennsylvania,Snyder,0.0,0.0,0.0,0.0,Non-Metro
Pennsylvania,Tioga,0.0,0.0,0.0,0.0,Non-Metro
Pennsylvania,Union,0.0,0.0,0.0,0.0,Non-Metro
Pennsylvania,Warren,0.0,0.0,0.0,0.0,Non-Metro
Pennsylvania,Wayne,0.0,0.0,0.0,0.0,Non-Metro
South Carolina,Aiken,328.0,2248.0,301.0,2058.0,Metro
South Carolina,Anderson,629.0,3624.0,640.0,3399.0,Metro
South Carolina,Beaufort,538.0,1744.0,433.0,1659.0,Metro
South Carolina,Berkeley,542.0,2579.0,493.0,2236.0,Metro
South Carolina,Charleston,252.0,1074.0,164.0,745.0,Metro
South Carolina,Chester,116.0,332.0,91.0,274.0,Metro
South Carolina,Clarendon,151.0,563.0,147.0,450.0,Metro
South Carolina,Darlington,400.0,1405.0,332.0,1141.0,Metro
South Carolina,Dorchester,236.0,1314.0,259.0,1212.0,Metro
South Carolina,Edgefield,6.0,125.0,9.0,103.0,Metro
South Carolina,Fairfield,154.0,325.0,127.0,291.0,Metro
South Carolina,Florence,583.0,2114.0,634.0,1943.0,Metro
South Carolina,Greenville,1654.0,7212.0,1480.0,6979.0,Metro
South Carolina,Horry,0.0,0.0,5.0,5.0,Metro
South Carolina,Jasper,207.0,481.0,210.0,340.0,Metro
South Carolina,Lancaster,284.0,1089.0,277.0,1065.0,Metro
South Carolina,Laurens,194.0,638.0,136.0,713.0,Metro
South Carolina,Lexington,668.0,4106.0,629.0,3567.0,Metro
South Carolina,Pickens,147.0,756.0,131.0,595.0,Metro
South Carolina,Richland,2046.0,6911.0,1468.0,5086.0,Metro
South Carolina,Saluda,38.0,80.0,28.0,102.0,Metro
South Carolina,Spartanburg,1244.0,4456.0,1153.0,2976.0,Metro
South Carolina,Sumter,395.0,1303.0,389.0,1204.0,Metro
South Carolina,York,256.0,1496.0,334.0,1624.0,Metro
South Carolina,Abbeville,27.0,168.0,39.0,119.0,Non-Metro
South Carolina,Allendale,11.0,33.0,10.0,32.0,Non-Metro
South Carolina,Bamberg,19.0,89.0,9.0,107.0,Non-Metro
South Carolina,Barnwell,68.0,180.0,57.0,163.0,Non-Metro
South Carolina,Cherokee,115.0,627.0,119.0,604.0,Non-Metro
South Carolina,Chesterfield,202.0,617.0,214.0,614.0,Non-Metro
South Carolina,Colleton,185.0,529.0,162.0,445.0,Non-Metro
South Carolina,Dillon,183.0,408.0,166.0,351.0,Non-Metro
South Carolina,Greenwood,115.0,615.0,96.0,574.0,Non-Metro
South Carolina,Hampton,58.0,214.0,49.0,172.0,Non-Metro
South Carolina,Lee,82.0,308.0,124.0,295.0,Non-Metro
South Carolina,Marion,118.0,395.0,126.0,347.0,Non-Metro
South Carolina,Marlboro,121.0,426.0,132.0,365.0,Non-Metro
South Carolina,McCormick,9.0,50.0,13.0,58.0,Non-Metro
South Carolina,Newberry,61.0,191.0,65.0,226.0,Non-Metro
South Carolina,Oconee,179.0,1181.0,173.0,1034.0,Non-Metro
South Carolina,Orangeburg,913.0,1656.0,714.0,1969.0,Non-Metro
South Carolina,Williamsburg,175.0,445.0,125.0,494.0,Non-Metro
South Dakota,Custer,15.0,60.0,7.0,33.0,Metro
South Dakota,Lincoln,24.0,172.0,21.0,155.0,Metro
South Dakota,McCook,4.0,18.0,5.0,16.0,Metro
South Dakota,Meade,20.0,110.0,18.0,152.0,Metro
South Dakota,Minnehaha,55.0,193.0,37.0,157.0,Metro
South Dakota,Pennington,116.0,327.0,142.0,241.0,Metro
South Dakota,Union,10.0,35.0,10.0,13.0,Metro
South Dakota,Bon Homme,4.0,3.0,3.0,1.0,Non-Metro
South Dakota,Brookings,12.0,40.0,6.0,35.0,Non-Metro
South Dakota,Clay,1.0,26.0,2.0,20.0,Non-Metro
South Dakota,Codington,5.0,39.0,7.0,30.0,Non-Metro
South Dakota,Corson,7.0,17.0,5.0,18.0,Non-Metro
South Dakota,Davison,12.0,6.0,6.0,6.0,Non-Metro
South Dakota,Day,3.0,22.0,4.0,3.0,Non-Metro
South Dakota,Deuel,6.0,12.0,3.0,7.0,Non-Metro
South Dakota,Fall River,16.0,49.0,2.0,6.0,Non-Metro
South Dakota,Hamlin,9.0,35.0,4.0,31.0,Non-Metro
South Dakota,Hughes,12.0,20.0,10.0,11.0,Non-Metro
South Dakota,Kingsbury,0.0,5.0,1.0,8.0,Non-Metro
South Dakota,Lake,4.0,23.0,5.0,11.0,Non-Metro
South Dakota,Lawrence,15.0,21.0,10.0,34.0,Non-Metro
South Dakota,Marshall,3.0,15.0,3.0,9.0,Non-Metro
South Dakota,McPherson,1.0,18.0,0.0,14.0,Non-Metro
South Dakota,Miner,2.0,9.0,1.0,2.0,Non-Metro
South Dakota,Moody,3.0,2.0,2.0,1.0,Non-Metro
South Dakota,Perkins,3.0,3.0,1.0,11.0,Non-Metro
South Dakota,Roberts,14.0,5.0,14.0,7.0,Non-Metro
South Dakota,Spink,8.0,15.0,8.0,11.0,Non-Metro
South Dakota,Yankton,9.0,52.0,10.0,21.0,Non-Metro
Tennessee,Anderson,118.0,274.0,66.0,236.0,Metro
Tennessee,Blount,279.0,477.0,332.0,351.0,Metro
Tennessee,Bradley,147.0,439.0,138.0,366.0,Metro
Tennessee,Campbell,39.0,157.0,26.0,97.0,Metro
Tennessee,Cannon,4.0,10.0,1.0,17.0,Metro
Tennessee,Carter,127.0,493.0,117.0,409.0,Metro
Tennessee,Cheatham,133.0,198.0,96.0,193.0,Metro
Tennessee,Chester,19.0,66.0,27.0,41.0,Metro
Tennessee,Crockett,21.0,71.0,26.0,49.0,Metro
Tennessee,Dickson,135.0,216.0,115.0,230.0,Metro
Tennessee,Fayette,104.0,162.0,95.0,142.0,Metro
Tennessee,Gibson,32.0,112.0,38.0,78.0,Metro
Tennessee,Grainger,62.0,158.0,20.0,102.0,Metro
Tennessee,Hamblen,152.0,313.0,102.0,273.0,Metro
Tennessee,Hamilton,201.0,495.0,323.0,644.0,Metro
Tennessee,Hartsville/Trousdale,18.0,99.0,30.0,78.0,Metro
Tennessee,Hawkins,37.0,247.0,51.0,254.0,Metro
Tennessee,Hickman,99.0,215.0,80.0,148.0,Metro
Tennessee,Jefferson,98.0,335.0,82.0,277.0,Metro
Tennessee,Knox,566.0,2417.0,555.0,2126.0,Metro
Tennessee,Loudon,102.0,197.0,62.0,143.0,Metro
Tennessee,Macon,46.0,28.0,44.0,13.0,Metro
Tennessee,Madison,81.0,221.0,88.0,219.0,Metro
Tennessee,Marion,41.0,99.0,44.0,66.0,Metro
Tennessee,Maury,113.0,287.0,100.0,227.0,Metro
Tennessee,Montgomery,101.0,400.0,183.0,388.0,Metro
Tennessee,Morgan,59.0,108.0,56.0,103.0,Metro
Tennessee,Polk,38.0,211.0,47.0,164.0,Metro
Tennessee,Roane,71.0,165.0,39.0,156.0,Metro
Tennessee,Robertson,102.0,159.0,93.0,95.0,Metro
Tennessee,Rutherford,269.0,432.0,244.0,428.0,Metro
Tennessee,Sequatchie,60.0,99.0,38.0,97.0,Metro
Tennessee,Shelby,610.0,2768.0,630.0,2660.0,Metro
Tennessee,Smith,7.0,93.0,26.0,49.0,Metro
Tennessee,Stewart,22.0,45.0,35.0,68.0,Metro
Tennessee,Sullivan,324.0,664.0,305.0,626.0,Metro
Tennessee,Sumner,118.0,227.0,113.0,202.0,Metro
Tennessee,Tipton,134.0,264.0,111.0,192.0,Metro
Tennessee,Unicoi,18.0,41.0,13.0,29.0,Metro
Tennessee,Union,28.0,124.0,18.0,145.0,Metro
Tennessee,Washington,139.0,616.0,153.0,489.0,Metro
Tennessee,Williamson,165.0,265.0,125.0,231.0,Metro
Tennessee,Wilson,40.0,380.0,53.0,335.0,Metro
Tennessee,Bedford,85.0,168.0,71.0,146.0,Non-Metro
Tennessee,Benton,38.0,80.0,33.0,77.0,Non-Metro
Tennessee,Bledsoe,3.0,27.0,3.0,33.0,Non-Metro
Tennessee,Carroll,25.0,73.0,19.0,47.0,Non-Metro
Tennessee,Clay,16.0,21.0,1.0,8.0,Non-Metro
Tennessee,Cocke,154.0,331.0,108.0,288.0,Non-Metro
Tennessee,Coffee,108.0,308.0,114.0,279.0,Non-Metro
Tennessee,Cumberland,68.0,352.0,68.0,316.0,Non-Metro
Tennessee,Decatur,13.0,59.0,15.0,60.0,Non-Metro
Tennessee,DeKalb,34.0,82.0,31.0,53.0,Non-Metro
Tennessee,Dyer,40.0,153.0,26.0,101.0,Non-Metro
Tennessee,Fentress,49.0,152.0,76.0,155.0,Non-Metro
Tennessee,Franklin,56.0,155.0,51.0,26.0,Non-Metro
Tennessee,Giles,46.0,177.0,45.0,181.0,Non-Metro
Tennessee,Greene,167.0,564.0,175.0,473.0,Non-Metro
Tennessee,Grundy,60.0,119.0,49.0,97.0,Non-Metro
Tennessee,Hancock,20.0,100.0,12.0,86.0,Non-Metro
Tennessee,Hardeman,69.0,148.0,40.0,134.0,Non-Metro
Tennessee,Hardin,68.0,234.0,60.0,186.0,Non-Metro
Tennessee,Haywood,30.0,132.0,31.0,103.0,Non-Metro
Tennessee,Henderson,62.0,197.0,75.0,132.0,Non-Metro
Tennessee,Henry,39.0,177.0,34.0,159.0,Non-Metro
Tennessee,Houston,18.0,29.0,25.0,35.0,Non-Metro
Tennessee,Humphreys,75.0,94.0,54.0,59.0,Non-Metro
Tennessee,Jackson,12.0,39.0,27.0,58.0,Non-Metro
Tennessee,Johnson,45.0,95.0,51.0,112.0,Non-Metro
Tennessee,Lake,9.0,20.0,2.0,22.0,Non-Metro
Tennessee,Lauderdale,65.0,134.0,81.0,145.0,Non-Metro
Tennessee,Lawrence,37.0,92.0,22.0,75.0,Non-Metro
Tennessee,Lewis,14.0,65.0,9.0,57.0,Non-Metro
Tennessee,Lincoln,69.0,193.0,52.0,148.0,Non-Metro
Tennessee,Marshall,43.0,79.0,25.0,48.0,Non-Metro
Tennessee,McMinn,79.0,220.0,81.0,221.0,Non-Metro
Tennessee,McNairy,46.0,254.0,56.0,124.0,Non-Metro
Tennessee,Meigs,29.0,137.0,34.0,101.0,Non-Metro
Tennessee,Monroe,139.0,395.0,103.0,401.0,Non-Metro
Tennessee,Moore,14.0,44.0,5.0,45.0,Non-Metro
Tennessee,Obion,40.0,149.0,52.0,93.0,Non-Metro
Tennessee,Overton,59.0,105.0,48.0,72.0,Non-Metro
Tennessee,Perry,12.0,37.0,10.0,31.0,Non-Metro
Tennessee,Putnam,65.0,277.0,59.0,191.0,Non-Metro
Tennessee,Rhea,33.0,140.0,46.0,93.0,Non-Metro
Tennessee,Scott,45.0,108.0,28.0,44.0,Non-Metro
Tennessee,Sevier,148.0,553.0,130.0,368.0,Non-Metro
Tennessee,Van Buren,11.0,18.0,7.0,33.0,Non-Metro
Tennessee,Warren,89.0,225.0,108.0,176.0,Non-Metro
Tennessee,Wayne,9.0,63.0,13.0,37.0,Non-Metro
Tennessee,Weakley,26.0,93.0,37.0,69.0,Non-Metro
Tennessee,White,28.0,96.0,33.0,79.0,Non-Metro
Texas,Aransas,79.0,137.0,44.0,108.0,Metro
Texas,Armstrong,2.0,11.0,2.0,7.0,Metro
Texas,Atascosa,74.0,470.0,82.0,425.0,Metro
Texas,Austin,40.0,108.0,27.0,122.0,Metro
Texas,Bandera,27.0,154.0,14.0,127.0,Metro
Texas,Bastrop,237.0,611.0,270.0,803.0,Metro
Texas,Bell,64.0,593.0,65.0,519.0,Metro
Texas,Bexar,973.0,6871.0,1061.0,6223.0,Metro
Texas,Bowie,53.0,321.0,32.0,200.0,Metro
Texas,Brazoria,201.0,1381.0,221.0,1171.0,Metro
Texas,Brazos,54.0,237.0,28.0,134.0,Metro
Texas,Burleson,23.0,90.0,28.0,62.0,Metro
Texas,Caldwell,56.0,138.0,39.0,151.0,Metro
Texas,Callahan,10.0,51.0,22.0,46.0,Metro
