state,2024_metro_status,county,2024_violent_crime,2024_property_crime
Pennsylvania,Metro,Lycoming,0.0,0.0
Pennsylvania,Metro,Montgomery,0.0,0.0
Pennsylvania,Metro,Northampton,1.0,0.0
Pennsylvania,Metro,Washington,0.0,1.0
Pennsylvania,Metro,Westmoreland,0.0,0.0
Pennsylvania,Metro,Wyoming,0.0,0.0
Pennsylvania,Metro,York,3.0,0.0
Pennsylvania,Non-Metro,Bedford,0.0,0.0
Pennsylvania,Non-Metro,Bradford,0.0,0.0
Pennsylvania,Non-Metro,Clarion,0.0,0.0
Pennsylvania,Non-Metro,Greene,0.0,0.0
Pennsylvania,Non-Metro,Indiana,0.0,0.0
Pennsylvania,Non-Metro,Jefferson,0.0,0.0
Pennsylvania,Non-Metro,Juniata,0.0,0.0
Pennsylvania,Non-Metro,Mercer,0.0,0.0
Pennsylvania,Non-Metro,Monroe,0.0,0.0
Pennsylvania,Non-Metro,Northumberland,0.0,0.0
Pennsylvania,Non-Metro,Pike,0.0,0.0
Pennsylvania,Non-Metro,Schuylkill ,1.0,0.0
Pennsylvania,Non-Metro,Snyder,0.0,0.0
Pennsylvania,Non-Metro,Tioga,0.0,0.0
Pennsylvania,Non-Metro,Union,0.0,0.0
Pennsylvania,Non-Metro,Warren,0.0,0.0
Pennsylvania,Non-Metro,Wayne ,0.0,0.0
South Carolina,Metro,Aiken,301.0,2058.0
South Carolina,Metro,Anderson,640.0,3399.0
South Carolina,Metro,Beaufort,433.0,1659.0
South Carolina,Metro,Berkeley,493.0,2236.0
South Carolina,Metro,Charleston,164.0,745.0
South Carolina,Metro,Chester,91.0,274.0
South Carolina,Metro,Clarendon,147.0,450.0
South Carolina,Metro,Darlington,332.0,1141.0
South Carolina,Metro,Dorchester,259.0,1212.0
South Carolina,Metro,Edgefield,9.0,103.0
South Carolina,Metro,Fairfield,127.0,291.0
South Carolina,Metro,Florence,634.0,1943.0
South Carolina,Metro,Greenville,1480.0,6979.0
South Carolina,Metro,Horry,5.0,5.0
South Carolina,Metro,Horry County Police Department,874.0,4286.0
South Carolina,Metro,Jasper,210.0,340.0
South Carolina,Metro,Lancaster,277.0,1065.0
South Carolina,Metro,Laurens,136.0,713.0
South Carolina,Metro,Lexington,629.0,3567.0
South Carolina,Metro,Pickens,131.0,595.0
South Carolina,Metro,Richland,1468.0,5086.0
South Carolina,Metro,Saluda,28.0,102.0
South Carolina,Metro,Spartanburg,1153.0,2976.0
South Carolina,Metro,Sumter,389.0,1204.0
South Carolina,Metro,Union,50.0,324.0
South Carolina,Metro,York,334.0,1624.0
South Carolina,Non-Metro,Abbeville,39.0,119.0
South Carolina,Non-Metro,Allendale,10.0,32.0
South Carolina,Non-Metro,Bamberg,9.0,107.0
South Carolina,Non-Metro,Barnwell,57.0,163.0
South Carolina,Non-Metro,Cherokee,119.0,604.0
South Carolina,Non-Metro,Chesterfield,214.0,614.0
South Carolina,Non-Metro,Colleton,162.0,445.0
South Carolina,Non-Metro,Dillon,166.0,351.0
South Carolina,Non-Metro,Georgetown,131.0,516.0
South Carolina,Non-Metro,Greenwood,96.0,574.0
South Carolina,Non-Metro,Hampton,49.0,172.0
South Carolina,Non-Metro,Lee,124.0,295.0
South Carolina,Non-Metro,Marion,126.0,347.0
South Carolina,Non-Metro,Marlboro,132.0,365.0
South Carolina,Non-Metro,McCormick,13.0,58.0
South Carolina,Non-Metro,Newberry,65.0,226.0
South Carolina,Non-Metro,Oconee,173.0,1034.0
South Carolina,Non-Metro,Orangeburg,714.0,1969.0
South Carolina,Non-Metro,Williamsburg,125.0,494.0
South Dakota,Metro,Custer,7.0,33.0
South Dakota,Metro,Lincoln,21.0,155.0
South Dakota,Metro,McCook,5.0,16.0
South Dakota,Metro,Meade,18.0,152.0
South Dakota,Metro,Minnehaha,37.0,157.0
South Dakota,Metro,Pennington,142.0,241.0
South Dakota,Metro,Union,10.0,13.0
South Dakota,Non-Metro,Aurora,5.0,6.0
South Dakota,Non-Metro,Beadle,5.0,7.0
South Dakota,Non-Metro,Bon Homme,3.0,1.0
South Dakota,Non-Metro,Brookings,6.0,35.0
South Dakota,Non-Metro,Brown,13.0,19.0
South Dakota,Non-Metro,Charles Mix,7.0,46.0
South Dakota,Non-Metro,Clay,2.0,20.0
South Dakota,Non-Metro,Codington,7.0,30.0
South Dakota,Non-Metro,Corson,5.0,18.0
South Dakota,Non-Metro,Davison,6.0,6.0
South Dakota,Non-Metro,Day,4.0,3.0
South Dakota,Non-Metro,Deuel,3.0,7.0
South Dakota,Non-Metro,Edmunds,4.0,0.0
South Dakota,Non-Metro,Fall River,2.0,6.0
South Dakota,Non-Metro,Faulk,0.0,0.0
South Dakota,Non-Metro,Hamlin,4.0,31.0
South Dakota,Non-Metro,Harding,0.0,0.0
South Dakota,Non-Metro,Hughes,10.0,11.0
South Dakota,Non-Metro,Hutchinson,0.0,0.0
South Dakota,Non-Metro,Jackson,1.0,15.0
South Dakota,Non-Metro,Jerauld,0.0,1.0
South Dakota,Non-Metro,Kingsbury,1.0,8.0
South Dakota,Non-Metro,Lake,5.0,11.0
South Dakota,Non-Metro,Lawrence,10.0,34.0
South Dakota,Non-Metro,Marshall,3.0,9.0
South Dakota,Non-Metro,McPherson,0.0,14.0
South Dakota,Non-Metro,Miner,1.0,2.0
South Dakota,Non-Metro,Moody,2.0,1.0
South Dakota,Non-Metro,Perkins,1.0,11.0
South Dakota,Non-Metro,Roberts,14.0,7.0
South Dakota,Non-Metro,Spink,8.0,11.0
South Dakota,Non-Metro,Stanley,4.0,8.0
South Dakota,Non-Metro,Tripp,7.0,2.0
South Dakota,Non-Metro,Walworth,0.0,3.0
South Dakota,Non-Metro,Yankton,10.0,21.0
Tennessee,Metro,Anderson,66.0,236.0
Tennessee,Metro,Blount,332.0,351.0
Tennessee,Metro,Bradley,138.0,366.0
Tennessee,Metro,Campbell,26.0,97.0
Tennessee,Metro,Cannon,1.0,17.0
Tennessee,Metro,Carter,117.0,409.0
Tennessee,Metro,Cheatham,96.0,193.0
Tennessee,Metro,Chester,27.0,41.0
Tennessee,Metro,Crockett,26.0,49.0
Tennessee,Metro,Dickson,115.0,230.0
Tennessee,Metro,Fayette,95.0,142.0
Tennessee,Metro,Gibson,38.0,78.0
Tennessee,Metro,Grainger,20.0,102.0
Tennessee,Metro,Hamblen,102.0,273.0
Tennessee,Metro,Hamilton,323.0,644.0
Tennessee,Metro,Hartsville/Trousdale,30.0,78.0
Tennessee,Metro,Hawkins,51.0,254.0
Tennessee,Metro,Hickman,80.0,148.0
Tennessee,Metro,Jefferson,82.0,277.0
Tennessee,Metro,Knox,555.0,2126.0
Tennessee,Metro,Loudon,62.0,143.0
Tennessee,Metro,Macon,44.0,13.0
Tennessee,Metro,Madison,88.0,219.0
Tennessee,Metro,Marion,44.0,66.0
Tennessee,Metro,Maury,100.0,227.0
Tennessee,Metro,Montgomery,183.0,388.0
Tennessee,Metro,Morgan,56.0,103.0
Tennessee,Metro,Polk,47.0,164.0
Tennessee,Metro,Roane,39.0,156.0
Tennessee,Metro,Robertson,93.0,95.0
Tennessee,Metro,Rutherford,244.0,428.0
Tennessee,Metro,Sequatchie,38.0,97.0
Tennessee,Metro,Shelby,630.0,2660.0
Tennessee,Metro,Smith,26.0,49.0
Tennessee,Metro,Stewart,35.0,68.0
Tennessee,Metro,Sullivan,305.0,626.0
Tennessee,Metro,Sumner,113.0,202.0
Tennessee,Metro,Tipton,111.0,192.0
Tennessee,Metro,Unicoi,13.0,29.0
Tennessee,Metro,Union,18.0,145.0
Tennessee,Metro,Washington,153.0,489.0
Tennessee,Metro,Williamson,125.0,231.0
Tennessee,Metro,Wilson,53.0,335.0
Tennessee,Non-Metro,Bedford,71.0,146.0
Tennessee,Non-Metro,Benton,33.0,77.0
Tennessee,Non-Metro,Bledsoe,3.0,33.0
Tennessee,Non-Metro,Carroll,19.0,47.0
Tennessee,Non-Metro,Clay,1.0,8.0
Tennessee,Non-Metro,Cocke,108.0,288.0
Tennessee,Non-Metro,Coffee,114.0,279.0
Tennessee,Non-Metro,Cumberland,68.0,316.0
Tennessee,Non-Metro,Decatur,15.0,60.0
Tennessee,Non-Metro,DeKalb,31.0,53.0
Tennessee,Non-Metro,Dyer,26.0,101.0
Tennessee,Non-Metro,Fentress,76.0,155.0
Tennessee,Non-Metro,Franklin,51.0,26.0
Tennessee,Non-Metro,Giles,45.0,181.0
Tennessee,Non-Metro,Greene,175.0,473.0
Tennessee,Non-Metro,Grundy,49.0,97.0
Tennessee,Non-Metro,Hancock,12.0,86.0
Tennessee,Non-Metro,Hardeman,40.0,134.0
Tennessee,Non-Metro,Hardin,60.0,186.0
Tennessee,Non-Metro,Haywood,31.0,103.0
Tennessee,Non-Metro,Henderson,75.0,132.0
Tennessee,Non-Metro,Henry,34.0,159.0
Tennessee,Non-Metro,Houston,25.0,35.0
Tennessee,Non-Metro,Humphreys,54.0,59.0
Tennessee,Non-Metro,Jackson,27.0,58.0
Tennessee,Non-Metro,Johnson,51.0,112.0
Tennessee,Non-Metro,Lake,2.0,22.0
Tennessee,Non-Metro,Lauderdale,81.0,145.0
Tennessee,Non-Metro,Lawrence,22.0,75.0
Tennessee,Non-Metro,Lewis,9.0,57.0
Tennessee,Non-Metro,Lincoln,52.0,148.0
Tennessee,Non-Metro,Marshall,25.0,48.0
Tennessee,Non-Metro,McMinn,81.0,221.0
Tennessee,Non-Metro,McNairy,56.0,124.0
Tennessee,Non-Metro,Meigs,34.0,101.0
Tennessee,Non-Metro,Monroe,103.0,401.0
Tennessee,Non-Metro,Moore,5.0,45.0
Tennessee,Non-Metro,Obion,52.0,93.0
Tennessee,Non-Metro,Overton,48.0,72.0
Tennessee,Non-Metro,Perry,10.0,31.0
Tennessee,Non-Metro,Putnam,59.0,191.0
Tennessee,Non-Metro,Rhea,46.0,93.0
Tennessee,Non-Metro,Scott,28.0,44.0
Tennessee,Non-Metro,Sevier,130.0,368.0
Tennessee,Non-Metro,Van Buren,7.0,33.0
Tennessee,Non-Metro,Warren,108.0,176.0
Tennessee,Non-Metro,Wayne,13.0,37.0
Tennessee,Non-Metro,Weakley,37.0,69.0
Tennessee,Non-Metro,White,33.0,79.0
Texas,Metro,Aransas,44.0,108.0
Texas,Metro,Archer,3.0,7.0
Texas,Metro,Armstrong,2.0,7.0
Texas,Metro,Atascosa,82.0,425.0
Texas,Metro,Austin,27.0,122.0
Texas,Metro,Bandera,14.0,127.0
Texas,Metro,Bastrop,270.0,803.0
Texas,Metro,Bell,65.0,519.0
Texas,Metro,Bexar,1061.0,6223.0
Texas,Metro,Bosque,14.0,43.0
Texas,Metro,Bowie,32.0,200.0
Texas,Metro,Brazoria,221.0,1171.0
Texas,Metro,Brazos,28.0,134.0
Texas,Metro,Burleson,28.0,62.0
Texas,Metro,Caldwell,39.0,151.0
Texas,Metro,Callahan,22.0,46.0
Texas,Metro,Cameron,247.0,687.0
Texas,Metro,Carson,2.0,21.0
Texas,Metro,Chambers,104.0,628.0
Texas,Metro,Clay,17.0,50.0
Texas,Metro,Cochran,3.0,5.0
Texas,Metro,Collin,53.0,397.0
Texas,Metro,Comal,129.0,679.0
Texas,Metro,Coryell,7.0,50.0
Texas,Metro,Crosby,5.0,32.0
Texas,Metro,Dallas,38.0,171.0
Texas,Metro,Denton,74.0,479.0
Texas,Metro,Ector,85.0,375.0
Texas,Metro,Ellis,120.0,391.0
Texas,Metro,El Paso,329.0,961.0
Texas,Metro,Fort Bend,823.0,5192.0
Texas,Metro,Galveston,149.0,384.0
Texas,Metro,Garza,10.0,29.0
Texas,Metro,Goliad,15.0,28.0
Texas,Metro,Grayson,86.0,234.0
Texas,Metro,Gregg,47.0,239.0
Texas,Metro,Hardin,47.0,173.0
Texas,Metro,Harris,7666.0,33050.0
Texas,Metro,Harrison,72.0,365.0
Texas,Metro,Hays,186.0,1014.0
Texas,Metro,Hidalgo,874.0,2548.0
Texas,Metro,Hockley,7.0,53.0
Texas,Metro,Hudspeth,4.0,3.0
Texas,Metro,Hunt,153.0,451.0
Texas,Metro,Irion,2.0,14.0
Texas,Metro,Jefferson,62.0,298.0
Texas,Metro,Johnson,161.0,434.0
Texas,Metro,Jones,12.0,46.0
Texas,Metro,Kaufman,136.0,427.0
Texas,Metro,Kendall,24.0,103.0
Texas,Metro,Lampasas,15.0,68.0
Texas,Metro,Liberty,210.0,945.0
Texas,Metro,Lubbock,143.0,442.0
Texas,Metro,Lynn,5.0,12.0
Texas,Metro,Martin,4.0,115.0
Texas,Metro,Maverick,101.0,383.0
Texas,Metro,McLennan,70.0,308.0
Texas,Metro,Medina,68.0,189.0
Texas,Metro,Midland,236.0,839.0
Texas,Metro,Montgomery,1091.0,5336.0
Texas,Metro,Nueces,63.0,139.0
Texas,Metro,Oldham,1.0,14.0
Texas,Metro,Orange,61.0,273.0
Texas,Metro,Parker,157.0,760.0
Texas,Metro,Potter,41.0,124.0
Texas,Metro,Randall,49.0,94.0
Texas,Metro,Robertson,13.0,83.0
Texas,Metro,Rockwall,27.0,79.0
Texas,Metro,Rusk,60.0,286.0
Texas,Metro,San Jacinto,23.0,211.0
Texas,Metro,Smith,290.0,796.0
Texas,Metro,Tarrant,149.0,687.0
Texas,Metro,Taylor,27.0,93.0
Texas,Metro,Tom Green,33.0,109.0
Texas,Metro,Travis,834.0,3952.0
Texas,Metro,Upshur,38.0,164.0
Texas,Metro,Victoria,84.0,183.0
Texas,Metro,Waller,63.0,437.0
Texas,Metro,Webb,53.0,167.0
Texas,Metro,Wichita,22.0,49.0
Texas,Metro,Williamson,210.0,1816.0
Texas,Metro,Wilson,45.0,384.0
Texas,Metro,Wise,77.0,527.0
Texas,Non-Metro,Andrews,3.0,66.0
Texas,Non-Metro,Angelina,150.0,500.0
Texas,Non-Metro,Bailey,6.0,16.0
Texas,Non-Metro,Baylor,0.0,3.0
Texas,Non-Metro,Bee,27.0,100.0
Texas,Non-Metro,Blanco,21.0,47.0
Texas,Non-Metro,Borden,0.0,15.0
Texas,Non-Metro,Brewster,6.0,11.0
Texas,Non-Metro,Briscoe,2.0,3.0
Texas,Non-Metro,Brooks,10.0,11.0
Texas,Non-Metro,Brown,48.0,190.0
Texas,Non-Metro,Burnet,58.0,141.0
Texas,Non-Metro,Calhoun,17.0,46.0
Texas,Non-Metro,Camp,10.0,46.0
Texas,Non-Metro,Castro,0.0,7.0
Texas,Non-Metro,Cherokee,50.0,237.0
Texas,Non-Metro,Childress,3.0,3.0
Texas,Non-Metro,Coke,3.0,17.0
Texas,Non-Metro,Collingsworth,2.0,1.0
Texas,Non-Metro,Colorado,13.0,146.0
Texas,Non-Metro,Comanche,15.0,68.0
Texas,Non-Metro,Concho,1.0,11.0
Texas,Non-Metro,Cooke,19.0,75.0
Texas,Non-Metro,Crane,4.0,45.0
Texas,Non-Metro,Crockett,6.0,24.0
Texas,Non-Metro,Culberson,0.0,0.0
Texas,Non-Metro,Dallam,0.0,0.0
Texas,Non-Metro,Dawson,1.0,33.0
Texas,Non-Metro,Deaf Smith,13.0,42.0
Texas,Non-Metro,Delta,13.0,17.0
Texas,Non-Metro,DeWitt,15.0,54.0
Texas,Non-Metro,Dimmit,40.0,173.0
Texas,Non-Metro,Donley,6.0,24.0
Texas,Non-Metro,Duval,24.0,91.0
Texas,Non-Metro,Eastland,20.0,57.0
Texas,Non-Metro,Edwards,1.0,19.0
Texas,Non-Metro,Erath,25.0,64.0
Texas,Non-Metro,Fannin,54.0,117.0
Texas,Non-Metro,Fayette,9.0,78.0
Texas,Non-Metro,Fisher,2.0,15.0
Texas,Non-Metro,Floyd,18.0,51.0
Texas,Non-Metro,Foard,0.0,0.0
Texas,Non-Metro,Franklin,11.0,31.0
Texas,Non-Metro,Freestone,31.0,51.0
Texas,Non-Metro,Frio,4.0,62.0
Texas,Non-Metro,Gaines,9.0,78.0
Texas,Non-Metro,Gillespie,4.0,23.0
Texas,Non-Metro,Glasscock,0.0,41.0
Texas,Non-Metro,Gonzales,27.0,87.0
Texas,Non-Metro,Gray,5.0,17.0
Texas,Non-Metro,Grimes,55.0,151.0
Texas,Non-Metro,Hall,0.0,2.0
Texas,Non-Metro,Hamilton,4.0,18.0
Texas,Non-Metro,Hansford,2.0,11.0
Texas,Non-Metro,Hardeman,4.0,0.0
Texas,Non-Metro,Hartley,0.0,2.0
Texas,Non-Metro,Haskell,1.0,8.0
Texas,Non-Metro,Hemphill,8.0,12.0
Texas,Non-Metro,Henderson,125.0,499.0
Texas,Non-Metro,Hill,40.0,155.0
Texas,Non-Metro,Hood,84.0,346.0
Texas,Non-Metro,Hopkins,12.0,21.0
Texas,Non-Metro,Houston,19.0,100.0
Texas,Non-Metro,Howard,44.0,288.0
Texas,Non-Metro,Hutchinson,15.0,27.0
Texas,Non-Metro,Jack,8.0,21.0
Texas,Non-Metro,Jackson,14.0,43.0
Texas,Non-Metro,Jasper,19.0,133.0
Texas,Non-Metro,Jim Hogg,3.0,27.0
Texas,Non-Metro,Jim Wells,37.0,199.0
Texas,Non-Metro,Karnes,9.0,68.0
Texas,Non-Metro,Kenedy,0.0,3.0
Texas,Non-Metro,Kerr,44.0,141.0
Texas,Non-Metro,Kimble,1.0,6.0
Texas,Non-Metro,King,0.0,0.0
Texas,Non-Metro,Kinney,1.0,6.0
Texas,Non-Metro,Kleberg,9.0,14.0
Texas,Non-Metro,Knox,1.0,2.0
Texas,Non-Metro,Lamar,29.0,90.0
Texas,Non-Metro,Lamb,7.0,38.0
Texas,Non-Metro,La Salle,1.0,0.0
Texas,Non-Metro,Lavaca,15.0,55.0
Texas,Non-Metro,Lee,16.0,90.0
Texas,Non-Metro,Leon,14.0,117.0
Texas,Non-Metro,Limestone,38.0,109.0
Texas,Non-Metro,Lipscomb,1.0,7.0
Texas,Non-Metro,Live Oak,15.0,39.0
Texas,Non-Metro,Llano,38.0,103.0
Texas,Non-Metro,Loving,0.0,34.0
Texas,Non-Metro,Madison,13.0,34.0
Texas,Non-Metro,Marion,13.0,76.0
Texas,Non-Metro,Matagorda,92.0,205.0
Texas,Non-Metro,McCulloch,1.0,12.0
Texas,Non-Metro,McMullen,1.0,7.0
Texas,Non-Metro,Menard,0.0,8.0
Texas,Non-Metro,Milam,27.0,93.0
Texas,Non-Metro,Mills,10.0,16.0
Texas,Non-Metro,Mitchell,0.0,9.0
Texas,Non-Metro,Montague,19.0,54.0
Texas,Non-Metro,Moore,7.0,35.0
Texas,Non-Metro,Morris,33.0,45.0
Texas,Non-Metro,Motley,2.0,2.0
Texas,Non-Metro,Nacogdoches,91.0,208.0
Texas,Non-Metro,Navarro,39.0,171.0
Texas,Non-Metro,Newton,13.0,47.0
Texas,Non-Metro,Nolan,10.0,28.0
Texas,Non-Metro,Ochiltree,11.0,18.0
Texas,Non-Metro,Palo Pinto,24.0,113.0
Texas,Non-Metro,Panola,16.0,88.0
Texas,Non-Metro,Parmer,7.0,15.0
Texas,Non-Metro,Pecos,18.0,52.0
Texas,Non-Metro,Polk,48.0,390.0
Texas,Non-Metro,Presidio,0.0,0.0
Texas,Non-Metro,Rains,2.0,18.0
Texas,Non-Metro,Reagan,3.0,37.0
Texas,Non-Metro,Real,7.0,24.0
Texas,Non-Metro,Red River,20.0,60.0
Texas,Non-Metro,Reeves,12.0,196.0
Texas,Non-Metro,Refugio,5.0,22.0
Texas,Non-Metro,Roberts,0.0,2.0
Texas,Non-Metro,Runnels,2.0,16.0
Texas,Non-Metro,Sabine,16.0,44.0
Texas,Non-Metro,San Augustine,10.0,29.0
Texas,Non-Metro,Schleicher,1.0,12.0
Texas,Non-Metro,Scurry,7.0,23.0
Texas,Non-Metro,Shackelford,6.0,7.0
Texas,Non-Metro,Shelby,19.0,96.0
Texas,Non-Metro,Somervell,3.0,52.0
Texas,Non-Metro,Starr,136.0,227.0
Texas,Non-Metro,Stephens,5.0,21.0
Texas,Non-Metro,Sterling,1.0,2.0
Texas,Non-Metro,Stonewall,1.0,4.0
Texas,Non-Metro,Sutton,0.0,2.0
Texas,Non-Metro,Swisher,0.0,6.0
Texas,Non-Metro,Terrell,0.0,0.0
Texas,Non-Metro,Terry,0.0,16.0
Texas,Non-Metro,Titus,17.0,71.0
Texas,Non-Metro,Trinity,13.0,60.0
Texas,Non-Metro,Tyler,8.0,55.0
Texas,Non-Metro,Uvalde,17.0,34.0
Texas,Non-Metro,Val Verde,61.0,78.0
Texas,Non-Metro,Van Zandt,66.0,156.0
Texas,Non-Metro,Walker,29.0,227.0
Texas,Non-Metro,Ward,17.0,130.0
Texas,Non-Metro,Washington,32.0,84.0
Texas,Non-Metro,Wharton,46.0,175.0
Texas,Non-Metro,Wheeler,10.0,12.0
Texas,Non-Metro,Wilbarger,1.0,57.0
Texas,Non-Metro,Willacy,22.0,50.0
Texas,Non-Metro,Winkler,3.0,57.0
Texas,Non-Metro,Wood,31.0,171.0
Texas,Non-Metro,Yoakum,12.0,39.0
Texas,Non-Metro,Young,4.0,0.0
Texas,Non-Metro,Zapata,13.0,60.0
Texas,Non-Metro,Zavala,9.0,24.0
Utah,Metro,Cache,49.0,174.0
Utah,Metro,Davis,18.0,108.0
Utah,Metro,Tooele,76.0,217.0
Utah,Metro,Utah,87.0,208.0
Utah,Metro,Washington,26.0,83.0
Utah,Metro,Weber,78.0,541.0
Utah,Non-Metro,Beaver,12.0,52.0
Utah,Non-Metro,Box Elder,12.0,97.0
Utah,Non-Metro,Carbon,26.0,32.0
Utah,Non-Metro,Duchesne,38.0,140.0
Utah,Non-Metro,Emery,10.0,80.0
Utah,Non-Metro,Garfield,5.0,45.0
Utah,Non-Metro,Grand,15.0,26.0
Utah,Non-Metro,Iron,24.0,78.0
Utah,Non-Metro,Kane,5.0,23.0
Utah,Non-Metro,Millard,30.0,155.0
Utah,Non-Metro,Piute,0.0,2.0
Utah,Non-Metro,Rich,1.0,6.0
Utah,Non-Metro,Sanpete,25.0,51.0
Utah,Non-Metro,Sevier,6.0,41.0
Utah,Non-Metro,Summit,74.0,274.0
Utah,Non-Metro,Uintah,36.0,95.0
Utah,Non-Metro,Wasatch,26.0,92.0
Vermont,Metro,Chittenden,0.0,338.0
Vermont,Metro,Franklin,7.0,91.0
Vermont,Metro,Grand Isle,3.0,5.0
Vermont,Non-Metro,Addison,0.0,3.0
Vermont,Non-Metro,Bennington,6.0,14.0
Vermont,Non-Metro,Caledonia,1.0,0.0
Vermont,Non-Metro,Essex,0.0,0.0
Vermont,Non-Metro,Lamoille,7.0,35.0
Vermont,Non-Metro,Orange,0.0,0.0
Vermont,Non-Metro,Orleans,4.0,39.0
Vermont,Non-Metro,Rutland,3.0,26.0
Vermont,Non-Metro,Washington,0.0,0.0
Vermont,Non-Metro,Windham,3.0,19.0
Vermont,Non-Metro,Windsor,1.0,4.0
Virginia,Metro,Albemarle County Police Department,122.0,1528.0
Virginia,Metro,Amelia,26.0,75.0
Virginia,Metro,Amherst,69.0,294.0
Virginia,Metro,Appomattox,22.0,87.0
Virginia,Metro,Arlington County Police Department,736.0,4979.0
Virginia,Metro,Augusta,88.0,544.0
Virginia,Metro,Bedford,91.0,374.0
Virginia,Metro,Botetourt,43.0,221.0
Virginia,Metro,Campbell,61.0,488.0
Virginia,Metro,Charles City,14.0,23.0
Virginia,Metro,Chesterfield County Police Department,638.0,5478.0
Virginia,Metro,Clarke,9.0,57.0
Virginia,Metro,Craig,1.0,28.0
Virginia,Metro,Culpeper,16.0,108.0
Virginia,Metro,Dinwiddie,81.0,237.0
Virginia,Metro,Fairfax County Police Department,1079.0,16386.0
Virginia,Metro,Fauquier,43.0,221.0
Virginia,Metro,Floyd,8.0,47.0
Virginia,Metro,Fluvanna,26.0,131.0
Virginia,Metro,Franklin,70.0,345.0
Virginia,Metro,Frederick,70.0,883.0
Virginia,Metro,Giles,12.0,82.0
Virginia,Metro,Gloucester,26.0,408.0
Virginia,Metro,Goochland,28.0,135.0
Virginia,Metro,Greene,13.0,215.0
Virginia,Metro,Hanover,185.0,824.0
Virginia,Metro,Henrico County Police Department,574.0,6839.0
Virginia,Metro,Isle of Wight,45.0,166.0
Virginia,Metro,James City County Police Department,108.0,750.0
Virginia,Metro,King and Queen,10.0,30.0
Virginia,Metro,King William,23.0,63.0
Virginia,Metro,Loudoun,297.0,2327.0
Virginia,Metro,Mathews,9.0,65.0
Virginia,Metro,Montgomery,56.0,192.0
Virginia,Metro,Nelson,22.0,146.0
Virginia,Metro,New Kent,44.0,155.0
Virginia,Metro,Powhatan,41.0,174.0
Virginia,Metro,Prince George County Police Department,138.0,353.0
Virginia,Metro,Prince William County Police Department,1234.0,7134.0
Virginia,Metro,Pulaski,43.0,339.0
Virginia,Metro,Rappahannock,10.0,22.0
Virginia,Metro,Roanoke County Police Department,185.0,989.0
Virginia,Metro,Rockingham,57.0,260.0
Virginia,Metro,Scott,36.0,256.0
Virginia,Metro,Spotsylvania,344.0,889.0
Virginia,Metro,Stafford,375.0,1275.0
Virginia,Metro,Surry,4.0,39.0
Virginia,Metro,Sussex,25.0,102.0
Virginia,Metro,Warren,36.0,200.0
Virginia,Metro,Washington,53.0,467.0
Virginia,Metro,York,134.0,937.0
Virginia,Non-Metro,Accomack,44.0,232.0
Virginia,Non-Metro,Alleghany,32.0,71.0
Virginia,Non-Metro,Bath,5.0,11.0
Virginia,Non-Metro,Bland,9.0,26.0
Virginia,Non-Metro,Brunswick,21.0,92.0
Virginia,Non-Metro,Buchanan,24.0,196.0
Virginia,Non-Metro,Buckingham,32.0,145.0
Virginia,Non-Metro,Caroline,62.0,220.0
Virginia,Non-Metro,Carroll,28.0,160.0
Virginia,Non-Metro,Charlotte,8.0,67.0
Virginia,Non-Metro,Cumberland,10.0,26.0
Virginia,Non-Metro,Dickenson,9.0,29.0
Virginia,Non-Metro,Essex,16.0,48.0
Virginia,Non-Metro,Grayson,16.0,95.0
Virginia,Non-Metro,Greensville,19.0,68.0
Virginia,Non-Metro,Halifax,27.0,169.0
Virginia,Non-Metro,Henry,97.0,573.0
Virginia,Non-Metro,Highland,1.0,17.0
Virginia,Non-Metro,King George,37.0,244.0
Virginia,Non-Metro,Lancaster,35.0,51.0
Virginia,Non-Metro,Lee,30.0,212.0
Virginia,Non-Metro,Louisa,27.0,272.0
Virginia,Non-Metro,Lunenburg,13.0,32.0
Virginia,Non-Metro,Madison,21.0,92.0
Virginia,Non-Metro,Mecklenburg,43.0,113.0
Virginia,Non-Metro,Middlesex,12.0,92.0
Virginia,Non-Metro,Northampton,20.0,33.0
Virginia,Non-Metro,Northumberland,15.0,77.0
Virginia,Non-Metro,Nottoway,14.0,50.0
Virginia,Non-Metro,Orange,62.0,123.0
Virginia,Non-Metro,Page,18.0,75.0
Virginia,Non-Metro,Patrick,41.0,174.0
Virginia,Non-Metro,Pittsylvania,64.0,334.0
Virginia,Non-Metro,Prince Edward,36.0,88.0
Virginia,Non-Metro,Richmond,12.0,15.0
Virginia,Non-Metro,Rockbridge,39.0,196.0
Virginia,Non-Metro,Russell,61.0,152.0
Virginia,Non-Metro,Shenandoah,44.0,169.0
Virginia,Non-Metro,Smyth,24.0,113.0
Virginia,Non-Metro,Southampton,20.0,167.0
Virginia,Non-Metro,Tazewell,38.0,253.0
Virginia,Non-Metro,Westmoreland,20.0,63.0
Virginia,Non-Metro,Wise,43.0,171.0
Washington,Metro,Asotin,10.0,74.0
Washington,Metro,Benton,68.0,506.0
Washington,Metro,Chelan,36.0,240.0
Washington,Metro,Clark,345.0,2245.0
Washington,Metro,Cowlitz,56.0,250.0
Washington,Metro,Douglas,19.0,177.0
Washington,Metro,Franklin,46.0,141.0
Washington,Metro,King,490.0,3374.0
Washington,Metro,Kitsap,489.0,2428.0
Washington,Metro,Pierce,1193.0,5826.0
Washington,Metro,Skagit,121.0,501.0
