NAME,S1701_C03_001E,S1501_C02_015E,S1901_C01_012E,state,county
"Adams County, Wisconsin",13.8,17.3,59153,55,001
"Ashland County, Wisconsin",16.4,22.1,57645,55,003
"Barron County, Wisconsin",9.9,22.3,64619,55,005
"Bayfield County, Wisconsin",8.9,35.0,69609,55,007
"Brown County, Wisconsin",9.8,32.4,77490,55,009
"Buffalo County, Wisconsin",8.7,22.1,68722,55,011
"Burnett County, Wisconsin",13.1,22.0,61664,55,013
"Calumet County, Wisconsin",5.7,32.5,87700,55,015
"Chippewa County, Wisconsin",9.2,24.1,74009,55,017
"Clark County, Wisconsin",12.0,13.4,66250,55,019
"Columbia County, Wisconsin",7.8,25.7,82792,55,021
"Crawford County, Wisconsin",12.6,18.3,63496,55,023
"Dane County, Wisconsin",10.5,54.4,88108,55,025
"Dodge County, Wisconsin",7.9,19.9,73992,55,027
"Door County, Wisconsin",8.7,37.1,71785,55,029
"Douglas County, Wisconsin",10.4,27.8,72579,55,031
"Dunn County, Wisconsin",10.7,29.2,71785,55,033
"Eau Claire County, Wisconsin",11.5,35.7,71834,55,035
"Florence County, Wisconsin",8.5,23.1,62786,55,037
"Fond du Lac County, Wisconsin",8.7,22.6,73154,55,039
"Forest County, Wisconsin",15.0,15.5,59727,55,041
"Grant County, Wisconsin",13.4,24.6,64349,55,043
"Green County, Wisconsin",7.0,27.0,80248,55,045
"Green Lake County, Wisconsin",13.3,22.5,66917,55,047
"Iowa County, Wisconsin",7.7,28.5,83372,55,049
"Iron County, Wisconsin",11.6,23.4,59058,55,051
"Jackson County, Wisconsin",12.6,16.3,65508,55,053
"Jefferson County, Wisconsin",8.1,28.1,80604,55,055
"Juneau County, Wisconsin",14.3,16.3,65150,55,057
"Kenosha County, Wisconsin",10.5,30.8,79412,55,059
"Kewaunee County, Wisconsin",7.6,20.6,80085,55,061
"La Crosse County, Wisconsin",12.4,36.1,70704,55,063
"Lafayette County, Wisconsin",10.7,20.6,72091,55,065
"Langlade County, Wisconsin",12.1,16.2,57258,55,067
"Lincoln County, Wisconsin",10.5,19.4,67726,55,069
"Manitowoc County, Wisconsin",9.8,22.2,68611,55,071
"Marathon County, Wisconsin",8.9,27.3,76185,55,073
"Marinette County, Wisconsin",9.1,19.5,63401,55,075
"Marquette County, Wisconsin",11.8,15.2,63471,55,077
"Menominee County, Wisconsin",21.2,19.6,59528,55,078
"Milwaukee County, Wisconsin",17.5,33.9,62118,55,079
"Monroe County, Wisconsin",11.8,20.0,68213,55,081
"Oconto County, Wisconsin",8.4,18.7,75886,55,083
"Oneida County, Wisconsin",8.2,28.4,69621,55,085
"Outagamie County, Wisconsin",6.4,32.0,82857,55,087
"Ozaukee County, Wisconsin",4.6,50.4,96734,55,089
"Pepin County, Wisconsin",7.9,23.6,74536,55,091
"Pierce County, Wisconsin",9.5,32.0,88802,55,093
"Polk County, Wisconsin",8.3,23.7,76208,55,095
"Portage County, Wisconsin",10.2,33.7,73284,55,097
"Price County, Wisconsin",13.0,17.1,58720,55,099
"Racine County, Wisconsin",10.8,28.0,75331,55,101
"Richland County, Wisconsin",14.5,20.7,62649,55,103
"Rock County, Wisconsin",10.0,25.7,74390,55,105
"Rusk County, Wisconsin",12.5,16.3,58322,55,107
"St. Croix County, Wisconsin",6.6,39.4,102482,55,109
"Sauk County, Wisconsin",8.8,26.5,77648,55,111
"Sawyer County, Wisconsin",15.0,27.2,59055,55,113
"Shawano County, Wisconsin",11.0,18.7,67032,55,115
"Sheboygan County, Wisconsin",8.1,27.3,71898,55,117
"Taylor County, Wisconsin",9.3,16.7,63142,55,119
"Trempealeau County, Wisconsin",8.5,20.2,71295,55,121
"Vernon County, Wisconsin",14.5,24.8,69556,55,123
"Vilas County, Wisconsin",10.9,30.5,67132,55,125
"Walworth County, Wisconsin",9.7,32.3,77359,55,127
"Washburn County, Wisconsin",11.7,23.6,61270,55,129
"Washington County, Wisconsin",5.3,34.8,95851,55,131
"Waukesha County, Wisconsin",5.2,47.9,104100,55,133
"Waupaca County, Wisconsin",10.1,20.2,71189,55,135
"Waushara County, Wisconsin",11.1,17.4,64968,55,137
"Winnebago County, Wisconsin",10.9,31.0,72873,55,139
"Wood County, Wisconsin",10.3,21.4,66417,55,141
"Albany County, Wyoming",21.0,55.5,59881,56,001
"Big Horn County, Wyoming",12.0,20.9,60547,56,003
"Campbell County, Wyoming",9.1,22.2,95253,56,005
"Carbon County, Wyoming",12.6,22.8,66721,56,007
"Converse County, Wyoming",11.3,22.9,79164,56,009
"Crook County, Wyoming",6.2,24.0,71209,56,011
"Fremont County, Wyoming",12.4,25.3,64646,56,013
"Goshen County, Wyoming",12.3,24.6,64882,56,015
"Hot Springs County, Wyoming",13.7,26.4,64375,56,017
"Johnson County, Wyoming",10.6,30.3,63905,56,019
"Laramie County, Wyoming",9.9,32.0,77884,56,021
"Lincoln County, Wyoming",7.1,24.1,86092,56,023
"Natrona County, Wyoming",9.7,27.4,71247,56,025
"Niobrara County, Wyoming",17.6,19.6,48987,56,027
"Park County, Wyoming",8.6,35.0,70533,56,029
"Platte County, Wyoming",10.2,19.5,66299,56,031
"Sheridan County, Wyoming",9.8,33.4,70855,56,033
"Sublette County, Wyoming",8.4,31.1,82791,56,035
"Sweetwater County, Wyoming",13.4,20.4,76464,56,037
"Teton County, Wyoming",7.0,61.2,112681,56,039
"Uinta County, Wyoming",7.6,21.3,82672,56,041
"Washakie County, Wyoming",8.6,22.0,62648,56,043
"Weston County, Wyoming",10.5,18.0,87545,56,045
"Adjuntas Municipio, Puerto Rico",61.9,17.0,18605,72,001
"Aguada Municipio, Puerto Rico",46.5,23.6,21694,72,003
"Aguadilla Municipio, Puerto Rico",47.9,25.5,19826,72,005
"Aguas Buenas Municipio, Puerto Rico",43.6,20.4,22361,72,007
"Aibonito Municipio, Puerto Rico",44.6,23.4,21714,72,009
"Añasco Municipio, Puerto Rico",44.9,23.2,23591,72,011
"Arecibo Municipio, Puerto Rico",42.9,27.5,23175,72,013
"Arroyo Municipio, Puerto Rico",54.4,26.6,18931,72,015
"Barceloneta Municipio, Puerto Rico",45.4,24.1,21750,72,017
"Barranquitas Municipio, Puerto Rico",49.6,22.3,22167,72,019
"Bayamón Municipio, Puerto Rico",34.4,32.1,30729,72,021
"Cabo Rojo Municipio, Puerto Rico",38.5,28.6,25720,72,023
"Caguas Municipio, Puerto Rico",36.6,34.8,30113,72,025
"Camuy Municipio, Puerto Rico",39.0,21.2,26094,72,027
"Canóvanas Municipio, Puerto Rico",33.9,27.5,27278,72,029
"Carolina Municipio, Puerto Rico",29.3,34.8,35126,72,031
"Cataño Municipio, Puerto Rico",44.2,22.8,24307,72,033
"Cayey Municipio, Puerto Rico",37.9,29.0,28461,72,035
"Ceiba Municipio, Puerto Rico",41.6,21.5,23204,72,037
"Ciales Municipio, Puerto Rico",58.2,17.0,20614,72,039
"Cidra Municipio, Puerto Rico",36.2,26.2,27149,72,041
"Coamo Municipio, Puerto Rico",52.0,22.7,20797,72,043
"Comerío Municipio, Puerto Rico",53.0,18.0,17254,72,045
"Corozal Municipio, Puerto Rico",44.2,21.9,23933,72,047
"Culebra Municipio, Puerto Rico",20.8,16.2,27614,72,049
"Dorado Municipio, Puerto Rico",29.2,36.3,33388,72,051
"Fajardo Municipio, Puerto Rico",41.5,29.9,25170,72,053
"Florida Municipio, Puerto Rico",50.6,19.0,21213,72,054
"Guánica Municipio, Puerto Rico",64.7,15.5,16210,72,055
"Guayama Municipio, Puerto Rico",48.6,22.5,20273,72,057
"Guayanilla Municipio, Puerto Rico",50.2,25.0,21400,72,059
"Guaynabo Municipio, Puerto Rico",24.3,49.1,46048,72,061
"Gurabo Municipio, Puerto Rico",32.0,33.8,39532,72,063
"Hatillo Municipio, Puerto Rico",36.4,31.4,28001,72,065
"Hormigueros Municipio, Puerto Rico",40.1,30.3,24862,72,067
"Humacao Municipio, Puerto Rico",38.5,26.8,26083,72,069
"Isabela Municipio, Puerto Rico",46.7,25.4,20484,72,071
"Jayuya Municipio, Puerto Rico",54.9,20.3,18413,72,073
"Juana Díaz Municipio, Puerto Rico",42.9,27.9,23823,72,075
"Juncos Municipio, Puerto Rico",34.0,22.7,28196,72,077
"Lajas Municipio, Puerto Rico",53.0,21.0,18920,72,079
"Lares Municipio, Puerto Rico",54.9,21.3,19323,72,081
"Las Marías Municipio, Puerto Rico",54.0,16.6,16170,72,083
"Las Piedras Municipio, Puerto Rico",37.5,28.9,25697,72,085
"Loíza Municipio, Puerto Rico",44.8,18.5,22500,72,087
"Luquillo Municipio, Puerto Rico",43.8,23.5,23769,72,089
"Manatí Municipio, Puerto Rico",45.9,23.8,20352,72,091
"Maricao Municipio, Puerto Rico",52.6,11.5,20541,72,093
"Maunabo Municipio, Puerto Rico",52.8,12.7,19363,72,095
"Mayagüez Municipio, Puerto Rico",53.0,27.5,17963,72,097
"Moca Municipio, Puerto Rico",46.0,24.8,21415,72,099
"Morovis Municipio, Puerto Rico",48.7,20.7,23010,72,101
"Naguabo Municipio, Puerto Rico",48.0,23.7,21416,72,103
"Naranjito Municipio, Puerto Rico",50.5,19.8,21399,72,105
"Orocovis Municipio, Puerto Rico",52.5,18.5,19062,72,107
"Patillas Municipio, Puerto Rico",47.8,22.1,23422,72,109
"Peñuelas Municipio, Puerto Rico",51.0,25.7,20959,72,111
"Ponce Municipio, Puerto Rico",50.9,30.5,18827,72,113
"Quebradillas Municipio, Puerto Rico",45.1,21.2,23624,72,115
"Rincón Municipio, Puerto Rico",44.6,24.5,25223,72,117
"Río Grande Municipio, Puerto Rico",37.0,26.2,26745,72,119
"Sabana Grande Municipio, Puerto Rico",44.5,29.1,20564,72,121
"Salinas Municipio, Puerto Rico",48.0,19.3,21611,72,123
"San Germán Municipio, Puerto Rico",51.9,24.3,17921,72,125
"San Juan Municipio, Puerto Rico",39.5,42.2,26981,72,127
"San Lorenzo Municipio, Puerto Rico",44.6,19.9,21320,72,129
"San Sebastián Municipio, Puerto Rico",52.4,22.8,17834,72,131
"Santa Isabel Municipio, Puerto Rico",45.7,28.8,23197,72,133
"Toa Alta Municipio, Puerto Rico",33.8,28.4,33349,72,135
"Toa Baja Municipio, Puerto Rico",33.8,27.7,29648,72,137
"Trujillo Alto Municipio, Puerto Rico",28.2,39.9,38773,72,139
"Utuado Municipio, Puerto Rico",53.5,22.7,17624,72,141
"Vega Alta Municipio, Puerto Rico",41.3,24.7,25235,72,143
"Vega Baja Municipio, Puerto Rico",42.3,24.9,23877,72,145
"Vieques Municipio, Puerto Rico",59.5,12.4,17531,72,147
"Villalba Municipio, Puerto Rico",41.8,22.5,24882,72,149
"Yabucoa Municipio, Puerto Rico",49.7,18.4,21279,72,151
"Yauco Municipio, Puerto Rico",44.6,27.1,21918,72,153
