NAME,S1701_C03_001E,S1501_C02_015E,S1901_C01_012E,state,county
"Edmonson County, Kentucky",16.8,10.3,54512,21,061
"Elliott County, Kentucky",27.2,6.2,40074,21,063
"Estill County, Kentucky",22.0,9.9,43905,21,065
"Fayette County, Kentucky",15.7,47.3,67631,21,067
"Fleming County, Kentucky",22.9,16.4,49663,21,069
"Floyd County, Kentucky",26.6,15.1,41582,21,071
"Franklin County, Kentucky",13.4,31.8,66470,21,073
"Fulton County, Kentucky",25.7,17.3,36834,21,075
"Gallatin County, Kentucky",14.4,13.2,62247,21,077
"Garrard County, Kentucky",17.1,19.1,62572,21,079
"Grant County, Kentucky",12.3,15.1,67940,21,081
"Graves County, Kentucky",20.5,17.4,50576,21,083
"Grayson County, Kentucky",19.3,14.6,49893,21,085
"Green County, Kentucky",21.5,16.6,41087,21,087
"Greenup County, Kentucky",15.1,18.3,59613,21,089
"Hancock County, Kentucky",15.9,16.8,66836,21,091
"Hardin County, Kentucky",11.7,24.4,67608,21,093
"Harlan County, Kentucky",27.2,12.7,37198,21,095
"Harrison County, Kentucky",16.4,20.1,63205,21,097
"Hart County, Kentucky",21.2,10.7,49653,21,099
"Henderson County, Kentucky",15.4,19.0,58239,21,101
"Henry County, Kentucky",16.6,14.8,60736,21,103
"Hickman County, Kentucky",20.8,14.4,63750,21,105
"Hopkins County, Kentucky",19.2,16.6,57610,21,107
"Jackson County, Kentucky",23.0,10.3,41410,21,109
"Jefferson County, Kentucky",14.5,36.6,67849,21,111
"Jessamine County, Kentucky",10.5,32.4,74886,21,113
"Johnson County, Kentucky",23.4,16.6,43014,21,115
"Kenton County, Kentucky",11.9,37.6,79421,21,117
"Knott County, Kentucky",25.9,17.8,37736,21,119
"Knox County, Kentucky",36.7,13.5,33153,21,121
"Larue County, Kentucky",18.9,15.6,67770,21,123
"Laurel County, Kentucky",21.3,16.5,56999,21,125
"Lawrence County, Kentucky",22.0,14.2,45584,21,127
"Lee County, Kentucky",28.9,7.5,34182,21,129
"Leslie County, Kentucky",27.3,10.4,40176,21,131
"Letcher County, Kentucky",26.8,13.7,40501,21,133
"Lewis County, Kentucky",22.6,11.3,41632,21,135
"Lincoln County, Kentucky",18.5,15.2,50862,21,137
"Livingston County, Kentucky",18.9,13.9,59713,21,139
"Logan County, Kentucky",14.0,16.6,61535,21,141
"Lyon County, Kentucky",10.6,16.3,64464,21,143
"McCracken County, Kentucky",15.3,27.9,62385,21,145
"McCreary County, Kentucky",35.1,9.1,37355,21,147
"McLean County, Kentucky",9.3,18.4,70549,21,149
"Madison County, Kentucky",15.8,34.2,62407,21,151
"Magoffin County, Kentucky",33.4,13.2,33632,21,153
"Marion County, Kentucky",19.5,12.7,55404,21,155
"Marshall County, Kentucky",13.4,21.0,63611,21,157
"Martin County, Kentucky",29.2,10.7,46185,21,159
"Mason County, Kentucky",18.4,21.1,51473,21,161
"Meade County, Kentucky",13.7,18.4,70163,21,163
"Menifee County, Kentucky",28.2,10.9,44672,21,165
"Mercer County, Kentucky",11.4,22.5,63115,21,167
"Metcalfe County, Kentucky",25.7,13.1,48572,21,169
"Monroe County, Kentucky",22.2,14.9,49430,21,171
"Montgomery County, Kentucky",15.2,20.8,57468,21,173
"Morgan County, Kentucky",18.2,17.6,47493,21,175
"Muhlenberg County, Kentucky",17.8,13.0,52672,21,177
"Nelson County, Kentucky",9.7,22.8,67888,21,179
"Nicholas County, Kentucky",18.5,9.5,53616,21,181
"Ohio County, Kentucky",13.1,14.2,54369,21,183
"Oldham County, Kentucky",4.0,45.6,121491,21,185
"Owen County, Kentucky",17.2,17.3,59706,21,187
"Owsley County, Kentucky",24.9,11.4,31064,21,189
"Pendleton County, Kentucky",14.3,16.6,66601,21,191
"Perry County, Kentucky",25.5,14.2,45261,21,193
"Pike County, Kentucky",25.0,16.0,42179,21,195
"Powell County, Kentucky",21.7,17.3,39811,21,197
"Pulaski County, Kentucky",20.3,17.9,50943,21,199
"Robertson County, Kentucky",27.4,13.5,52337,21,201
"Rockcastle County, Kentucky",24.4,13.7,48367,21,203
"Rowan County, Kentucky",24.5,27.0,53657,21,205
"Russell County, Kentucky",23.4,15.8,50520,21,207
"Scott County, Kentucky",10.4,33.2,83660,21,209
"Shelby County, Kentucky",8.6,31.0,82671,21,211
"Simpson County, Kentucky",15.1,16.8,57392,21,213
"Spencer County, Kentucky",7.4,22.1,98333,21,215
"Taylor County, Kentucky",16.6,22.0,61871,21,217
"Todd County, Kentucky",21.7,15.9,57759,21,219
"Trigg County, Kentucky",20.4,20.3,54630,21,221
"Trimble County, Kentucky",13.2,14.7,67813,21,223
"Union County, Kentucky",17.4,11.8,60989,21,225
"Warren County, Kentucky",16.8,33.4,64801,21,227
"Washington County, Kentucky",12.6,18.9,59762,21,229
"Wayne County, Kentucky",24.3,13.7,41933,21,231
"Webster County, Kentucky",13.9,12.6,58786,21,233
"Whitley County, Kentucky",25.1,19.8,41719,21,235
"Wolfe County, Kentucky",38.1,7.4,29052,21,237
"Woodford County, Kentucky",10.0,41.7,80006,21,239
"Acadia Parish, Louisiana",24.4,13.4,45266,22,001
"Allen Parish, Louisiana",20.4,11.6,51138,22,003
"Ascension Parish, Louisiana",10.3,28.5,92266,22,005
"Assumption Parish, Louisiana",13.9,13.7,52546,22,007
"Avoyelles Parish, Louisiana",27.4,10.9,39439,22,009
"Beauregard Parish, Louisiana",14.1,17.8,64995,22,011
"Bienville Parish, Louisiana",32.1,13.5,34992,22,013
"Bossier Parish, Louisiana",16.4,27.3,66336,22,015
"Caddo Parish, Louisiana",22.3,25.3,50067,22,017
"Calcasieu Parish, Louisiana",17.8,24.7,67849,22,019
"Caldwell Parish, Louisiana",25.4,10.7,44957,22,021
"Cameron Parish, Louisiana",6.3,15.0,72500,22,023
"Catahoula Parish, Louisiana",28.1,16.6,47753,22,025
"Claiborne Parish, Louisiana",35.0,11.0,31784,22,027
"Concordia Parish, Louisiana",34.8,17.4,37349,22,029
"De Soto Parish, Louisiana",21.8,14.9,46077,22,031
"East Baton Rouge Parish, Louisiana",18.6,38.2,63075,22,033
"East Carroll Parish, Louisiana",35.7,11.0,28321,22,035
"East Feliciana Parish, Louisiana",13.5,17.0,72899,22,037
"Evangeline Parish, Louisiana",23.0,12.6,42273,22,039
"Franklin Parish, Louisiana",25.6,16.2,44103,22,041
"Grant Parish, Louisiana",16.1,12.8,61112,22,043
"Iberia Parish, Louisiana",22.6,14.7,57811,22,045
"Iberville Parish, Louisiana",15.5,16.6,57459,22,047
"Jackson Parish, Louisiana",24.3,13.4,43345,22,049
"Jefferson Parish, Louisiana",16.3,29.9,65246,22,051
"Jefferson Davis Parish, Louisiana",17.8,15.0,56500,22,053
"Lafayette Parish, Louisiana",17.4,34.9,67660,22,055
"Lafourche Parish, Louisiana",18.0,20.4,63439,22,057
"LaSalle Parish, Louisiana",15.5,17.4,67077,22,059
"Lincoln Parish, Louisiana",30.7,36.0,38035,22,061
"Livingston Parish, Louisiana",13.1,20.3,78617,22,063
"Madison Parish, Louisiana",36.7,12.8,37267,22,065
"Morehouse Parish, Louisiana",30.7,12.7,36981,22,067
"Natchitoches Parish, Louisiana",24.1,25.6,46798,22,069
"Orleans Parish, Louisiana",22.6,42.0,55339,22,071
"Ouachita Parish, Louisiana",24.0,27.5,51241,22,073
"Plaquemines Parish, Louisiana",13.4,19.8,82874,22,075
"Pointe Coupee Parish, Louisiana",17.8,15.5,59351,22,077
"Rapides Parish, Louisiana",18.9,22.4,55946,22,079
"Red River Parish, Louisiana",29.4,11.2,44539,22,081
"Richland Parish, Louisiana",23.5,18.1,52960,22,083
"Sabine Parish, Louisiana",22.7,14.5,52047,22,085
"St. Bernard Parish, Louisiana",22.6,17.2,57638,22,087
"St. Charles Parish, Louisiana",9.8,27.2,82172,22,089
"St. Helena Parish, Louisiana",30.0,11.7,50193,22,091
"St. James Parish, Louisiana",10.5,20.2,64536,22,093
"St. John the Baptist Parish, Louisiana",12.6,18.7,67418,22,095
"St. Landry Parish, Louisiana",24.0,14.3,45637,22,097
"St. Martin Parish, Louisiana",16.6,15.3,53394,22,099
"St. Mary Parish, Louisiana",22.1,13.1,51768,22,101
"St. Tammany Parish, Louisiana",12.2,36.6,79277,22,103
"Tangipahoa Parish, Louisiana",19.4,22.2,57256,22,105
"Tensas Parish, Louisiana",32.8,13.1,36074,22,107
"Terrebonne Parish, Louisiana",16.5,17.7,64819,22,109
"Union Parish, Louisiana",28.6,16.0,45743,22,111
"Vermilion Parish, Louisiana",19.2,16.8,57537,22,113
"Vernon Parish, Louisiana",18.3,19.1,58281,22,115
"Washington Parish, Louisiana",24.2,12.7,42776,22,117
"Webster Parish, Louisiana",26.9,12.8,37396,22,119
"West Baton Rouge Parish, Louisiana",16.0,23.1,87320,22,121
"West Carroll Parish, Louisiana",15.7,14.1,48514,22,123
"West Feliciana Parish, Louisiana",11.6,22.6,74277,22,125
"Winn Parish, Louisiana",22.0,16.1,46368,22,127
"Androscoggin County, Maine",13.0,23.4,67298,23,001
"Aroostook County, Maine",14.4,22.4,54254,23,003
"Cumberland County, Maine",7.1,52.2,92983,23,005
"Franklin County, Maine",11.8,29.9,58522,23,007
"Hancock County, Maine",10.2,39.2,69630,23,009
"Kennebec County, Maine",12.3,30.9,65062,23,011
"Knox County, Maine",8.8,39.1,71903,23,013
"Lincoln County, Maine",8.5,40.0,72026,23,015
"Oxford County, Maine",14.2,22.5,57933,23,017
"Penobscot County, Maine",13.5,30.5,63248,23,019
"Piscataquis County, Maine",16.5,21.8,55234,23,021
"Sagadahoc County, Maine",11.1,41.1,82080,23,023
"Somerset County, Maine",15.6,20.3,56199,23,025
"Waldo County, Maine",12.8,34.8,68441,23,027
"Washington County, Maine",17.8,24.9,52237,23,029
"York County, Maine",7.8,34.6,82904,23,031
"Allegany County, Maryland",17.2,21.1,57393,24,001
"Anne Arundel County, Maryland",5.5,45.2,120324,24,003
"Baltimore County, Maryland",10.0,41.4,90904,24,005
"Calvert County, Maryland",4.0,35.3,132059,24,009
"Caroline County, Maryland",12.4,17.6,66368,24,011
"Carroll County, Maryland",5.3,39.7,115876,24,013
"Cecil County, Maryland",10.9,26.9,91146,24,015
"Charles County, Maryland",6.6,31.6,120592,24,017
"Dorchester County, Maryland",16.3,18.8,60495,24,019
"Frederick County, Maryland",6.3,44.9,120458,24,021
"Garrett County, Maryland",11.0,24.6,69031,24,023
"Harford County, Maryland",7.0,39.5,111317,24,025
"Howard County, Maryland",5.1,64.5,146982,24,027
"Kent County, Maryland",9.5,37.9,74402,24,029
"Montgomery County, Maryland",7.1,60.3,128733,24,031
"Prince George's County, Maryland",10.2,36.1,100708,24,033
"Queen Anne's County, Maryland",7.0,37.2,113347,24,035
"St. Mary's County, Maryland",7.4,35.1,114580,24,037
"Somerset County, Maryland",20.1,17.1,52462,24,039
"Talbot County, Maryland",10.2,41.3,84378,24,041
"Washington County, Maryland",12.5,23.5,74157,24,043
"Wicomico County, Maryland",14.0,29.1,72861,24,045
"Worcester County, Maryland",8.1,32.7,81455,24,047
"Baltimore city, Maryland",20.1,35.4,59623,24,510
"Barnstable County, Massachusetts",7.4,47.4,94452,25,001
"Berkshire County, Massachusetts",11.0,38.3,72565,25,003
"Bristol County, Massachusetts",11.6,30.6,84198,25,005
"Dukes County, Massachusetts",5.4,49.0,102348,25,007
"Essex County, Massachusetts",9.4,42.3,99431,25,009
"Franklin County, Massachusetts",12.2,40.3,72584,25,011
"Hampden County, Massachusetts",15.7,28.9,70535,25,013
"Hampshire County, Massachusetts",10.9,51.1,86391,25,015
"Middlesex County, Massachusetts",7.5,59.0,126779,25,017
"Nantucket County, Massachusetts",3.0,58.4,119750,25,019
"Norfolk County, Massachusetts",6.6,57.6,126497,25,021
"Plymouth County, Massachusetts",7.1,41.2,109698,25,023
"Suffolk County, Massachusetts",16.5,49.9,92859,25,025
"Worcester County, Massachusetts",10.3,39.0,93561,25,027
"Alcona County, Michigan",14.3,20.6,53568,26,001
"Alger County, Michigan",10.2,20.3,59406,26,003
"Allegan County, Michigan",9.3,26.1,80255,26,005
"Alpena County, Michigan",17.0,17.7,51909,26,007
"Antrim County, Michigan",9.4,34.3,71421,26,009
"Arenac County, Michigan",13.4,15.8,56989,26,011
"Baraga County, Michigan",13.5,16.1,55117,26,013
"Barry County, Michigan",8.1,24.3,77873,26,015
"Bay County, Michigan",14.0,21.4,60523,26,017
"Benzie County, Michigan",10.2,34.3,72603,26,019
"Berrien County, Michigan",15.2,30.2,63152,26,021
"Branch County, Michigan",15.4,16.9,61958,26,023
"Calhoun County, Michigan",14.2,22.2,60385,26,025
"Cass County, Michigan",13.2,21.6,68011,26,027
"Charlevoix County, Michigan",8.7,33.9,76495,26,029
"Cheboygan County, Michigan",12.8,22.9,61619,26,031
"Chippewa County, Michigan",15.6,21.9,60631,26,033
"Clare County, Michigan",21.1,13.0,49805,26,035
"Clinton County, Michigan",9.4,34.2,85928,26,037
"Crawford County, Michigan",14.8,20.2,58614,26,039
"Delta County, Michigan",14.0,20.0,54829,26,041
"Dickinson County, Michigan",9.8,24.3,61882,26,043
"Eaton County, Michigan",7.7,30.4,78025,26,045
"Emmet County, Michigan",9.3,40.2,73724,26,047
"Genesee County, Michigan",15.9,22.8,60673,26,049
"Gladwin County, Michigan",13.2,15.4,55576,26,051
"Gogebic County, Michigan",15.0,21.9,49672,26,053
"Grand Traverse County, Michigan",8.6,40.3,79486,26,055
"Gratiot County, Michigan",14.3,19.0,61128,26,057
"Hillsdale County, Michigan",15.5,20.6,60869,26,059
"Houghton County, Michigan",15.9,36.6,56573,26,061
"Huron County, Michigan",12.2,17.6,56963,26,063
"Ingham County, Michigan",16.4,41.3,64354,26,065
"Ionia County, Michigan",11.4,18.0,73436,26,067
"Iosco County, Michigan",16.6,17.6,47777,26,069
"Iron County, Michigan",16.9,20.6,53614,26,071
"Isabella County, Michigan",23.2,30.8,53759,26,073
"Jackson County, Michigan",12.2,23.0,65004,26,075
"Kalamazoo County, Michigan",13.3,40.8,70525,26,077
"Kalkaska County, Michigan",14.1,18.2,60365,26,079
"Kent County, Michigan",10.6,39.6,80390,26,081
"Keweenaw County, Michigan",8.7,43.6,53893,26,083
"Lake County, Michigan",20.6,12.5,49680,26,085
"Lapeer County, Michigan",9.8,19.8,76228,26,087
"Leelanau County, Michigan",7.1,49.9,91943,26,089
"Lenawee County, Michigan",11.6,22.3,67013,26,091
"Livingston County, Michigan",4.9,39.2,101315,26,093
"Luce County, Michigan",17.2,19.3,54338,26,095
"Mackinac County, Michigan",16.9,23.5,58598,26,097
"Macomb County, Michigan",9.8,27.2,76399,26,099
"Manistee County, Michigan",11.8,23.4,60879,26,101
"Marquette County, Michigan",13.6,35.8,64675,26,103
"Mason County, Michigan",14.6,25.0,62296,26,105
"Mecosta County, Michigan",19.2,22.7,57774,26,107
"Menominee County, Michigan",12.2,18.0,55688,26,109
"Midland County, Michigan",10.9,36.3,77538,26,111
"Missaukee County, Michigan",10.8,18.0,61868,26,113
"Monroe County, Michigan",11.1,23.4,75272,26,115
"Montcalm County, Michigan",12.0,14.9,64892,26,117
"Montmorency County, Michigan",17.9,16.0,47803,26,119
"Muskegon County, Michigan",12.6,21.4,63495,26,121
"Newaygo County, Michigan",14.3,18.4,61931,26,123
"Oakland County, Michigan",7.7,50.2,95296,26,125
"Oceana County, Michigan",13.3,21.0,63624,26,127
"Ogemaw County, Michigan",17.5,15.9,51983,26,129
"Ontonagon County, Michigan",12.6,16.7,51844,26,131
"Osceola County, Michigan",15.8,16.4,57050,26,133
"Oscoda County, Michigan",15.8,14.8,50581,26,135
"Otsego County, Michigan",9.6,25.8,67285,26,137
"Ottawa County, Michigan",8.2,37.5,87144,26,139
"Presque Isle County, Michigan",12.2,20.2,56713,26,141
"Roscommon County, Michigan",15.4,20.3,54106,26,143
"Saginaw County, Michigan",18.1,23.4,58347,26,145
"St. Clair County, Michigan",11.0,20.3,69349,26,147
"St. Joseph County, Michigan",12.0,17.1,64707,26,149
"Sanilac County, Michigan",14.0,16.0,59074,26,151
"Schoolcraft County, Michigan",14.8,20.7,57708,26,153
"Shiawassee County, Michigan",11.7,19.5,64464,26,155
"Tuscola County, Michigan",12.6,15.5,62847,26,157
"Van Buren County, Michigan",13.8,22.9,66902,26,159
"Washtenaw County, Michigan",13.8,58.1,87156,26,161
"Wayne County, Michigan",20.1,26.9,59521,26,163
"Wexford County, Michigan",12.9,21.2,63123,26,165
"Aitkin County, Minnesota",12.3,19.0,59498,27,001
"Anoka County, Minnesota",6.6,31.7,98764,27,003
"Becker County, Minnesota",11.0,27.5,71117,27,005
"Beltrami County, Minnesota",16.0,32.3,67257,27,007
"Benton County, Minnesota",9.8,24.5,71480,27,009
"Big Stone County, Minnesota",11.5,21.3,65475,27,011
"Blue Earth County, Minnesota",16.3,34.5,72623,27,013
"Brown County, Minnesota",7.7,24.2,68690,27,015
"Carlton County, Minnesota",11.1,25.5,80042,27,017
"Carver County, Minnesota",4.2,50.5,123144,27,019
"Cass County, Minnesota",12.7,25.4,64937,27,021
"Chippewa County, Minnesota",14.4,19.6,69192,27,023
"Chisago County, Minnesota",5.9,24.0,98260,27,025
"Clay County, Minnesota",14.4,39.0,77664,27,027
"Clearwater County, Minnesota",11.2,18.3,64934,27,029
"Cook County, Minnesota",11.3,45.6,71643,27,031
"Cottonwood County, Minnesota",14.2,22.9,68239,27,033
"Crow Wing County, Minnesota",9.7,28.6,71343,27,035
"Dakota County, Minnesota",5.6,44.6,105212,27,037
"Dodge County, Minnesota",5.4,29.7,92943,27,039
"Douglas County, Minnesota",8.3,29.0,77264,27,041
"Faribault County, Minnesota",11.8,21.6,64391,27,043
"Fillmore County, Minnesota",8.9,23.7,75225,27,045
"Freeborn County, Minnesota",9.8,18.1,69012,27,047
"Goodhue County, Minnesota",9.3,27.9,82749,27,049
"Grant County, Minnesota",10.7,19.1,72957,27,051
"Hennepin County, Minnesota",10.0,53.3,96339,27,053
"Houston County, Minnesota",6.5,28.0,77087,27,055
"Hubbard County, Minnesota",9.7,30.5,70622,27,057
"Isanti County, Minnesota",7.8,19.6,86573,27,059
"Itasca County, Minnesota",12.7,25.1,66380,27,061
"Jackson County, Minnesota",9.1,24.9,69955,27,063
"Kanabec County, Minnesota",9.8,15.8,71915,27,065
"Kandiyohi County, Minnesota",10.0,27.1,75097,27,067
"Kittson County, Minnesota",9.7,28.0,69615,27,069
"Koochiching County, Minnesota",10.7,20.3,69115,27,071
"Lac qui Parle County, Minnesota",8.0,22.1,71639,27,073
"Lake County, Minnesota",8.3,25.8,75621,27,075
"Lake of the Woods County, Minnesota",8.2,21.4,70091,27,077
"Le Sueur County, Minnesota",7.1,25.4,90218,27,079
"Lincoln County, Minnesota",9.2,24.4,67715,27,081
"Lyon County, Minnesota",12.5,28.6,72761,27,083
"McLeod County, Minnesota",7.7,19.6,78468,27,085
"Mahnomen County, Minnesota",20.9,14.3,53925,27,087
"Marshall County, Minnesota",7.4,18.9,71701,27,089
"Martin County, Minnesota",11.1,23.8,62969,27,091
"Meeker County, Minnesota",8.3,20.4,75037,27,093
"Mille Lacs County, Minnesota",10.5,17.6,71455,27,095
"Morrison County, Minnesota",10.0,19.0,68640,27,097
"Mower County, Minnesota",12.1,23.5,71495,27,099
"Murray County, Minnesota",8.1,23.9,74475,27,101
"Nicollet County, Minnesota",9.6,35.7,80362,27,103
"Nobles County, Minnesota",12.6,17.7,65509,27,105
"Norman County, Minnesota",10.3,20.9,69833,27,107
"Olmsted County, Minnesota",7.9,48.5,93494,27,109
"Otter Tail County, Minnesota",8.9,27.4,70912,27,111
"Pennington County, Minnesota",9.9,19.3,72561,27,113
"Pine County, Minnesota",10.5,16.3,69666,27,115
"Pipestone County, Minnesota",11.4,21.6,66073,27,117
"Polk County, Minnesota",11.7,28.1,69136,27,119
"Pope County, Minnesota",9.8,23.8,72205,27,121
"Ramsey County, Minnesota",12.4,45.5,81004,27,123
"Red Lake County, Minnesota",7.8,17.6,77500,27,125
"Redwood County, Minnesota",12.0,20.8,67024,27,127
"Renville County, Minnesota",10.7,18.4,69086,27,129
"Rice County, Minnesota",9.3,29.7,82792,27,131
"Rock County, Minnesota",9.5,26.3,70698,27,133
"Roseau County, Minnesota",11.0,20.5,73611,27,135
"St. Louis County, Minnesota",13.4,32.5,69455,27,137
"Scott County, Minnesota",4.1,43.1,120247,27,139
"Sherburne County, Minnesota",4.8,28.1,102965,27,141
"Sibley County, Minnesota",9.9,18.6,76082,27,143
"Stearns County, Minnesota",12.2,28.6,76447,27,145
"Steele County, Minnesota",7.4,29.7,83448,27,147
"Stevens County, Minnesota",10.3,30.8,71060,27,149
"Swift County, Minnesota",10.8,23.0,62601,27,151
"Todd County, Minnesota",11.8,15.2,63039,27,153
"Traverse County, Minnesota",10.1,17.5,65931,27,155
"Wabasha County, Minnesota",8.4,26.6,80133,27,157
"Wadena County, Minnesota",11.4,17.5,56882,27,159
"Waseca County, Minnesota",7.2,20.9,75052,27,161
"Washington County, Minnesota",5.0,48.9,114457,27,163
"Watonwan County, Minnesota",13.0,18.2,70593,27,165
"Wilkin County, Minnesota",14.7,21.5,69635,27,167
"Winona County, Minnesota",13.4,32.1,70198,27,169
"Wright County, Minnesota",4.9,34.0,106666,27,171
"Yellow Medicine County, Minnesota",8.5,19.0,71573,27,173
"Adams County, Mississippi",28.2,19.3,40250,28,001
"Alcorn County, Mississippi",17.4,18.4,49404,28,003
"Amite County, Mississippi",27.0,8.0,35385,28,005
"Attala County, Mississippi",20.7,15.8,48098,28,007
"Benton County, Mississippi",17.6,12.1,42139,28,009
"Bolivar County, Mississippi",33.7,26.6,37315,28,011
"Calhoun County, Mississippi",18.7,13.1,43942,28,013
"Carroll County, Mississippi",22.4,18.5,55275,28,015
"Chickasaw County, Mississippi",24.1,12.4,43041,28,017
"Choctaw County, Mississippi",15.9,18.6,48321,28,019
"Claiborne County, Mississippi",27.2,20.6,34371,28,021
"Clarke County, Mississippi",19.2,15.1,46054,28,023
"Clay County, Mississippi",24.8,18.2,39904,28,025
"Coahoma County, Mississippi",36.3,19.0,36259,28,027
"Copiah County, Mississippi",23.0,20.3,47994,28,029
"Covington County, Mississippi",17.7,15.9,47001,28,031
"DeSoto County, Mississippi",10.0,28.3,82980,28,033
"Forrest County, Mississippi",21.5,29.5,52821,28,035
"Franklin County, Mississippi",23.3,18.1,45618,28,037
"George County, Mississippi",18.7,17.1,54822,28,039
"Greene County, Mississippi",20.5,11.9,55838,28,041
"Grenada County, Mississippi",22.3,23.7,47998,28,043
"Hancock County, Mississippi",13.3,24.6,67728,28,045
"Harrison County, Mississippi",17.4,25.5,57233,28,047
"Hinds County, Mississippi",21.6,31.1,49966,28,049
"Holmes County, Mississippi",38.0,13.7,29434,28,051
"Humphreys County, Mississippi",26.4,19.4,32976,28,053
"Issaquena County, Mississippi",17.2,4.4,29271,28,055
"Itawamba County, Mississippi",10.8,14.8,59508,28,057
"Jackson County, Mississippi",14.1,24.9,64756,28,059
"Jasper County, Mississippi",18.9,13.0,47157,28,061
"Jefferson County, Mississippi",28.5,19.9,36207,28,063
"Jefferson Davis County, Mississippi",25.0,13.5,37183,28,065
"Jones County, Mississippi",20.8,20.0,51143,28,067
"Kemper County, Mississippi",24.6,17.8,43595,28,069
"Lafayette County, Mississippi",18.7,44.3,64334,28,071
"Lamar County, Mississippi",16.1,33.2,69106,28,073
"Lauderdale County, Mississippi",25.1,21.7,50033,28,075
"Lawrence County, Mississippi",23.8,12.7,43368,28,077
"Leake County, Mississippi",19.9,17.7,48418,28,079
"Lee County, Mississippi",13.8,28.7,67144,28,081
"Leflore County, Mississippi",31.9,20.0,33188,28,083
"Lincoln County, Mississippi",21.3,18.4,48316,28,085
"Lowndes County, Mississippi",16.9,26.6,54460,28,087
"Madison County, Mississippi",11.0,48.9,78794,28,089
"Marion County, Mississippi",20.4,12.5,42320,28,091
"Marshall County, Mississippi",22.8,14.5,51875,28,093
"Monroe County, Mississippi",16.7,16.4,51231,28,095
"Montgomery County, Mississippi",25.6,20.6,45057,28,097
"Neshoba County, Mississippi",25.1,16.3,53087,28,099
"Newton County, Mississippi",22.0,17.5,50426,28,101
"Noxubee County, Mississippi",25.6,11.1,38814,28,103
"Oktibbeha County, Mississippi",28.6,45.8,43482,28,105
"Panola County, Mississippi",24.1,15.5,43990,28,107
"Pearl River County, Mississippi",16.4,16.0,56535,28,109
"Perry County, Mississippi",18.1,11.4,50435,28,111
"Pike County, Mississippi",27.5,15.9,41578,28,113
"Pontotoc County, Mississippi",14.9,17.7,52741,28,115
"Prentiss County, Mississippi",13.5,18.6,51466,28,117
"Quitman County, Mississippi",33.5,15.2,32131,28,119
"Rankin County, Mississippi",10.0,32.8,77454,28,121
"Scott County, Mississippi",20.7,12.1,48492,28,123
"Sharkey County, Mississippi",31.8,15.4,35741,28,125
"Simpson County, Mississippi",19.4,16.5,54111,28,127
"Smith County, Mississippi",19.3,14.0,51396,28,129
"Stone County, Mississippi",17.9,14.6,59307,28,131
"Sunflower County, Mississippi",29.9,16.9,40265,28,133
"Tallahatchie County, Mississippi",26.5,11.9,37383,28,135
"Tate County, Mississippi",16.8,20.9,63995,28,137
"Tippah County, Mississippi",18.9,16.4,51141,28,139
"Tishomingo County, Mississippi",19.9,16.4,46257,28,141
"Tunica County, Mississippi",33.8,16.1,38402,28,143
"Union County, Mississippi",14.3,17.1,56807,28,145
"Walthall County, Mississippi",18.1,13.2,45444,28,147
"Warren County, Mississippi",20.3,26.5,56648,28,149
"Washington County, Mississippi",28.8,20.5,40117,28,151
"Wayne County, Mississippi",22.9,16.7,36791,28,153
"Webster County, Mississippi",15.1,20.1,59964,28,155
"Wilkinson County, Mississippi",28.2,11.6,35930,28,157
"Winston County, Mississippi",30.4,18.6,49071,28,159
"Yalobusha County, Mississippi",22.7,12.3,49171,28,161
"Yazoo County, Mississippi",31.4,13.3,40974,28,163
"Adair County, Missouri",21.2,35.0,56583,29,001
"Andrew County, Missouri",7.4,26.9,74007,29,003
"Atchison County, Missouri",12.5,22.0,59260,29,005
"Audrain County, Missouri",18.0,16.1,56232,29,007
"Barry County, Missouri",16.7,13.4,56611,29,009
"Barton County, Missouri",22.2,18.0,49503,29,011
"Bates County, Missouri",18.7,15.3,57914,29,013
"Benton County, Missouri",16.7,15.2,52200,29,015
"Bollinger County, Missouri",12.2,14.2,57286,29,017
"Boone County, Missouri",17.1,51.0,69913,29,019
"Buchanan County, Missouri",16.9,23.3,59423,29,021
"Butler County, Missouri",20.3,15.2,49213,29,023
"Caldwell County, Missouri",13.0,18.4,62520,29,025
"Callaway County, Missouri",11.5,25.4,72645,29,027
"Camden County, Missouri",13.2,24.5,62927,29,029
"Cape Girardeau County, Missouri",14.1,33.9,68912,29,031
"Carroll County, Missouri",10.8,20.2,61712,29,033
"Carter County, Missouri",19.2,13.3,45083,29,035
"Cass County, Missouri",6.5,28.8,87413,29,037
"Cedar County, Missouri",17.0,17.8,45577,29,039
"Chariton County, Missouri",11.9,19.4,63307,29,041
"Christian County, Missouri",8.7,32.6,81245,29,043
"Clark County, Missouri",9.4,12.3,51458,29,045
"Clay County, Missouri",8.5,36.0,86150,29,047
"Clinton County, Missouri",12.8,22.7,70625,29,049
"Cole County, Missouri",9.3,37.5,73273,29,051
"Cooper County, Missouri",10.8,24.0,67548,29,053
"Crawford County, Missouri",13.6,12.8,56345,29,055
"Dade County, Missouri",14.1,15.2,49899,29,057
"Dallas County, Missouri",21.4,14.8,53177,29,059
"Daviess County, Missouri",13.2,18.4,60665,29,061
"DeKalb County, Missouri",8.7,14.8,69093,29,063
"Dent County, Missouri",14.3,18.1,54306,29,065
"Douglas County, Missouri",16.9,15.5,49828,29,067
